id,cor_kwh_sunshine,year_month
1271d174a3787c533f8bd110bf014034,-0.06310251802821946,2023-01
1275ac0a5340fabe6facb34170dde921,-0.021226419234451555,2023-01
128e1459af83a24bd5e7915bfcbdf8bc,0.03523595801759976,2023-01
1290fc818f48dcd52a18433803a418d3,-0.040038819321734725,2023-01
1298d3124b3e6d62762f31f5eb43660f,-0.05022737803903137,2023-01
12c4b125543543ba33a0f6804ffe8f2d,-0.08677989469484529,2023-01
12ce2317709cf872953084414badda56,-0.06397207913782348,2023-01
13132ac9724106bb8c47b8d9c6002fd9,-0.020696829861790677,2023-01
133ad525b434b5ceb01d52bedbba9660,0.0008776185126012036,2023-01
133d360790f5c7a0d3e0bcef49eceefe,0.0009097488109645356,2023-01
1356f6f3cd1878875de5852b37f325bc,-0.02593929395100865,2023-01
13cd073e3608f4e2e8123661eb89f96f,0.023572725075255353,2023-01
13e07e9c813b90350ccab15bcbbbe25d,0.023012941826398618,2023-01
1407867f71d59b944da612d62551b8de,0.0074304186769770615,2023-01
1412ba4edfc22c4252b3a1992cf6dd05,-0.030576689446303474,2023-01
1419ecc51615bed9af777039f7cce714,-0.09676591286912617,2023-01
142c6f5a71bf17e89be4fe5393117a5e,0.02497497323741255,2023-01
1449919405bc2a76827df20c1115e31e,-0.07036241905725453,2023-01
145cdf18f6d29f2e08c2f660ce19319c,0.01141046585662298,2023-01
147ddc9489a820665eae6f3f59013f7a,0.016720759744268385,2023-01
1495f51815c1f622cc2e257afa8155c4,0.021978369192495174,2023-01
14ae76b8b53bb26ddc711b14fd27db8b,-0.04024951128439788,2023-01
14de64a92734e946319b6bf35b6f2c2b,0.034888076751978435,2023-01
14f8be687ce3d3aed7ab90c489b319c9,-0.005391414919773335,2023-01
1501dfefc7e0eda766eabb95c228a4e3,-0.06691802979026683,2023-01
152a13df1efbeb3786bdf9d50c779f82,-0.00021811945545300784,2023-01
152ff20a2bf534dc26a5803d405a9ea2,-0.033425041391770376,2023-01
155349a32ad4cda628d033b95b96325e,0.049554738910602164,2023-01
1563c03631d960b1095696f4e8687277,0.028542715895457864,2023-01
1591a35b738b9113c69f48384ee74787,-0.004939949614564013,2023-01
15ad78c103ead4f8c93f53c2ea6e8ef2,0.10998997122018955,2023-01
15c49fa61c45f6ee1179462806e63e71,0.029062492114990273,2023-01
15d48c75f224e7e25a088016db531499,-0.007187390428720815,2023-01
165ad4c0fd5dcc4b80a9ee618dff9276,0.0340684056164754,2023-01
1678336cc0470761c176dfba93541267,-0.02273987581047214,2023-01
1755b62a480a86ee6daa5544b73bf209,-0.09935172071267591,2023-01
1756f9cfe7e5d9689c7cbf94dca74723,0.025917114350442114,2023-01
17768365f03cf78761268af189f300af,-0.04707343276971897,2023-01
177cdb1231c5308ee6dbeb044d460670,-0.07119500091560672,2023-01
1799e0042e1f49abf8a091910121000e,-0.07120620855561934,2023-01
17b9c99d86b4748f2c8c1791535ac563,-0.12922522919745102,2023-01
17c538e5980f3465e99850f6647523da,-0.018069491618276184,2023-01
1817763002d09fba992ab0b9fb549322,0.028267117840555835,2023-01
1826bb6f3af6eb471961811d88764ffd,-0.014926941766161477,2023-01
189052951c629d5b842a771367c50a82,-0.016479231599614366,2023-01
18c485d29b927b6fe1fa92fc88dd6af6,0.27459758373250315,2023-01
18f5b5b0ec6cac5df0fa2c854acbfaf2,0.1080539047112248,2023-01
19102a56167e0c948e88d0830c1bcc9b,0.024734465607369437,2023-01
1936ff764a0dc20f2b997cdc45f71020,0.0002747551170017912,2023-01
1942997b2af4b3c8140d7c00aec24ec1,-0.0007493779734587535,2023-01
197f008219fc4e6044db6a7387901898,-0.07846460556822378,2023-01
19822f742a28d0eb833aabfbb9b4015c,-0.03793418211898544,2023-01
1a0109ce45843cfdca11c5f320cffec9,-0.05157460754136023,2023-01
1a32925ca1ced2580ef0085f0cc5f616,0.10078077587908936,2023-01
1abe3906fd901799e010f409ac358f75,-0.05121746161455962,2023-01
1ac975eb9d75854891c6e683146af4f3,0.0034189958431310656,2023-01
1adab46b92b789215898bc8ff03ff640,0.019305106523729937,2023-01
1ae0903d5b0d3fc5327a0abf9b132bff,-0.04128961360444216,2023-01
1b564c0ed01b0aae1315d1aed26a2890,-0.04195210403925049,2023-01
1b716e0ec1cbb2d7d6b9050ec4df85ed,0.03373107600671988,2023-01
1b767c9335ac3a741a0f4221060d84fa,-0.09009490777614455,2023-01
1b776554f5b67d584e467b20aeeca6c9,-0.038258666924850006,2023-01
1bf616d0bfc9b6629dc3c37e89e2e340,-0.038660225486853134,2023-01
1c0cfe1cc5dcd9cf988c16ed82aa1ff2,0.09021164834754725,2023-01
1c104909adb6721f1d6ca0f8d1463c02,0.008771531415641737,2023-01
1c5b5e78f06f2e874daf8b831c14a7d6,0.06528250307284936,2023-01
1c8be0a4cb23f008a2378bbf1cb153cf,-0.017140742177470185,2023-01
1c90e682a6a9b7a2d98544fda7d3beee,-0.03325424352871168,2023-01
1cc9e342783e984d0764962df1442f3d,-0.04909454016369685,2023-01
1d6788b3d0686de2ceceb89910f4d74b,-0.0030306827654265006,2023-01
1d8c4ead71cddfd93f05625a666fade2,-0.12768168345051265,2023-01
1d9a76aa3efa0607533864b986ae9cd4,-0.03827420469277054,2023-01
1dbb9a88d6fca1bb106445ce0ebf85e4,-0.055712037081739864,2023-01
1df397650df615f51a0d8ad416455d78,-0.009267831307008203,2023-01
1df8cbef582714271ae392666d9ccedc,0.015413955139212867,2023-01
1dfc466eca0a02419f38400bd871d1c9,0.3849218313570809,2023-01
1e1b1f8ab65a64a5ff5812989a78e575,0.022176345354180747,2023-01
1e3886d6adb53f0d6e47dceb0d202e3e,-0.05153845780470181,2023-01
1e82058a409c99a08e0e6826e8227857,-0.036109774642722185,2023-01
1e8e615406ba3fe9935d851cb4139ba9,-0.004975331835218791,2023-01
1ed622015527f75a033d1b7038563e76,0.00656033413077589,2023-01
1f162cb0ebba89f38af5c6bc7353039a,0.016221208960645307,2023-01
1f222b740d06d6a5fd706afa5c0ad2f5,-0.005314349267589757,2023-01
1f79cc19d2b9a379c2eda47cd6f64a2c,-0.04497512195855797,2023-01
1f7d89534eafa6e8036ba76da419279f,-0.01062897320442303,2023-01
1fa3c9de26da71e26077bcdb24272153,0.019672609097648903,2023-01
1fb51d44d4d64d1704c66326af31fc57,-0.011938570266744424,2023-01
1fbb1bf651f75084d4b10a9782f5124e,0.02749774168958067,2023-01
1febce6813a13776f668bcd2e117f996,-0.040579249833248024,2023-01
2034dae3d84c6feb1d1feeae1eccb7f0,0.08935210833826251,2023-01
2036ebd7243e09a33f04e794bb048149,-0.01997826229459373,2023-01
203919723d46d0bc4595ae8b8bbd7061,0.0005136841145559237,2023-01
206a01b33152efcde1e205a5b4588d2b,-0.009756712186749502,2023-01
20d6896670787554679e159dcdca8ff3,0.03489159511032389,2023-01
21067d5969b49d0d6a8043cf1dc99351,0.001526796989534099,2023-01
2114044b228fa057266f89d20747af56,-0.04705683765043185,2023-01
212968ca02614a047c122afe4fd82fdb,-0.15771835984912366,2023-01
215a4da0fedf08e641300ebb9049942b,-0.0014435088498009761,2023-01
21635c3bc083a0f7dbce41d7ff4d33d9,-0.030799353181847688,2023-01
2179dd7d69aa19a30e60b2320a78b82c,-0.04836226833276886,2023-01
218efb7933b4540dfa2887f92276cc4f,0.06379070843029208,2023-01
2196f7e1432e7da9ea118333bee4dde9,-0.04509900474763988,2023-01
21afee9f92f6abf9df0eae893cf55f80,-0.06358317811318807,2023-01
21c16b1375c622d65b0f8e188a4f77f2,-0.02984575154997322,2023-01
21e9d932a370031c26ea32ee8cae13f2,0.0006519725282646547,2023-01
226150bfe42d9c414dd428fd8f687172,-0.03623747656875279,2023-01
2263ee6449390a6b839a44223db828d0,0.033073162984517214,2023-01
226b0aca8fa5bbba3a8a0f6443eb6378,-0.021468560995328,2023-01
228ca795241ab3b48267ce9be4ec43c5,0.06804483045468188,2023-01
22bef54953a87127f1ccbd4821e52dd6,-0.01079604003632277,2023-01
22c9fcc9f7bd7547203ab9702ad906c7,-0.04244142167692236,2023-01
2304cf4ae223b4f7ae8ab45097e2250d,0.01630139257218132,2023-01
2309ad239d231d485a0a6dac1290b845,0.01644753301107345,2023-01
2317e4a291bcb7cecd95204946047c4a,-0.0016025933976742909,2023-01
2345fe81e3931c34df937b944c4b7ec1,-0.008016058374769786,2023-01
23944ff65d24804c1ef1b612b7397d2c,0.07936266677626987,2023-01
23be368af46354a8b4b635e8269a54cf,-0.0582941291209705,2023-01
24049338ece0855970392ea96ba06443,-0.10624497822627263,2023-01
24188c35695be044c5a1eccecbbdcb83,-0.03462903116454567,2023-01
245e0d8f57a67cc1af1e004d3434b892,-0.022595846214594543,2023-01
2466ecf6418f28f9f9a656d19101911a,-0.10690062648325672,2023-01
24ce8f07166bbb9930b4e9b145976e44,-0.007122289674628191,2023-01
24decbde373376d5c7716b5e51be8037,0.013105406969081253,2023-01
255a80e70b76e08dcb0097510ce938b2,0.030612307111194538,2023-01
2594d80300c666b36f66ec4d86e3da82,-0.00413513267020641,2023-01
25a23d17405eded8b591c62752bb6285,0.07779776440202209,2023-01
25a86fa2e593d26bd31f4f6fce59962b,-0.005647325135637619,2023-01
25c9212c7b98e93e19968eef361ac35b,-0.012640631566180954,2023-01
25d965a316bf0422d290d0a42ba902ba,-0.008866816877356328,2023-01
25ee9166b8c78042f19309890cc36331,-0.02779809615789161,2023-01
2610739352c03f1ca99be2a9a9bde318,-0.05942972088424445,2023-01
263ac7c755b1b085bcb300219570abed,0.2341087976784673,2023-01
26423eeaac97584254ea29591bd089a0,-0.058435640166704245,2023-01
2678ffb3230f068e4a1d2db45de31856,-0.011318458301317943,2023-01
26822e3f3dcdab72236ed0b079885dec,-0.0058516395925378864,2023-01
26d82cf3bd395ec5222e5fb09ea7c3e6,-0.08174675273442499,2023-01
26e64aee58a77954a5c806ef527dd41c,0.010392564040228116,2023-01
26f341c2aed5528e314a924c9a2fe2fa,0.00998446063387667,2023-01
271f3eff024a762bdc6bbeb2f6ed9880,-0.019843965755033464,2023-01
27572e4e9c94ffa8927caec9655b8636,-0.013404232952992345,2023-01
278b70fc61678b14e7146dc48aaac2bf,-0.024292586945070485,2023-01
27b74ab16e8afe00152b2597155e3dae,0.0014884179484938285,2023-01
27bc24b1617c125d6a29f3b7b3765497,-0.003904809016782952,2023-01
27bc46a0f212005ce4b8061d23d4df7b,-0.04184164882677777,2023-01
27d38e117b93415b0c87ea9fd3b8f7b2,-0.07102290286944124,2023-01
27e520bf2d56fbfae03848fb83473b74,0.040588268824322364,2023-01
282fb39591e24ce0c368de760dcb03d2,-0.08169615695783067,2023-01
28492de0b0fc28d96042258c445e6439,-0.008309071578542227,2023-01
286b54ea232bc90b1d4d39f108eefa8a,-0.029554812517156272,2023-01
2881c61209f2206ad0f0dc860fefc4be,-0.017088434966927014,2023-01
2892566b029ad46c19422f53f57a2d58,0.006023542955101102,2023-01
28ed43c3ccf63048d98c62fecd285fd9,0.015037612763354653,2023-01
28f726da1433e47d62ec7f3f35c9eb86,0.0035991657264995347,2023-01
2905d6257b574e54b9b52238e7a99eed,0.03548301447961938,2023-01
291bb3e48a1bb9592c23936dec4f1144,-0.058527743712064706,2023-01
29232b90c6278400c2088f5eafce4738,-0.05133063138745086,2023-01
298cdc0b9dab780289208986fa80616f,-0.0628361707399864,2023-01
29971d87c7b6e1c20dca02d369905949,0.024120943919424997,2023-01
299fabdc541651af2d38179cc0d94948,-0.03297503930127395,2023-01
29a2b541262a5713a78abaa4e11eebe2,-0.09586738943245311,2023-01
29a34d2a9929318baf0973a02d89054e,-0.008817895659204038,2023-01
29ba68d0573da899a2018d3c8e607319,0.04309719317344163,2023-01
29c5d158ec33fdc95beeed603867ea68,-0.004583785414561591,2023-01
2a03fe142772b5b5c4377168087ff857,-0.031820171661429884,2023-01
2a0f4f723d5b043778620e51d09ea610,0.03738964055898643,2023-01
2a1ab53855610aaa8c6f9fa8db6756b8,-0.03442050724633951,2023-01
2a1f655caab3d33d14b86f79bc0b033d,-0.12324367189198955,2023-01
2a32e77fa9af7bea2defeab30f27f8d5,-0.03721661532298297,2023-01
2a6d8e2f75c62634d79caf881718ec3f,0.008701111904135453,2023-01
2a98b3495c532d15c3934ec0f915cb1d,-0.02514417155274922,2023-01
2b2d4e0129ad2ee123851447ba7bd3e5,0.017210318850772642,2023-01
2b8efb43b8b0bcce7570532aa363dad1,0.00834575267519914,2023-01
2b9f40182038b74ff70b976f10f0cdba,0.01479184930007537,2023-01
2bcd712a2d83263d3e02d7dabe867a19,0.025813240884806285,2023-01
2bf3a152919e5a49f413355fd66def56,0.03201978857432456,2023-01
2c43d759847015f28611e00e2039af3c,-0.009565806929080274,2023-01
2c5b76c4cb236aeee96d79f870de7854,-0.04666356023302909,2023-01
2c8c0ad6d18d45b7da5104c3d03f566f,0.0008637149017530604,2023-01
2caecd3ec21d23f5278c9d0ee2c2fe65,0.013862429472064489,2023-01
2ccdee703231920702a2129771606169,0.008708198867569359,2023-01
2d59219a51991dfdf60edd8b0b987447,-0.004814609018847494,2023-01
2d9da413cd48322d1f14496edd2b44f9,0.021514863088918545,2023-01
2dc410e92b35f14a20c1723b92ad1612,0.003521798232610867,2023-01
2e25695f8c2fc7dbfa58e48b36964b34,-0.01861565230254767,2023-01
2e4a3ddb982746fe105792c9df140a3d,-0.016698088525520866,2023-01
2e62d6f9e039b37edaef13e342c774cc,0.013897989957371194,2023-01
2e7ae1f753a010b830946ab002d91cb9,-0.06420692978851646,2023-01
2f21afcb00cb8c9cd11400e1e7f876a5,-0.02782182807062737,2023-01
2f49d05f6dcfd020d1f211631875f609,-0.13148947422109447,2023-01
2f605a8ef941b0bf0c3b8881f9e6fbc3,0.08630772795956719,2023-01
2f7cd864b9d10abd97a7e608b4df8afd,0.006606230252937511,2023-01
2f91620a7da3a640653ead82cee0206f,0.04328517269363486,2023-01
2fd3ffa4f226a19a567bf7ae3b6d94e1,-0.06696762589401133,2023-01
3006c9c363a5fb03ed7bb30a96e42abb,0.013912119058223435,2023-01
300d0c4f68652c490256cd2eac3dc361,-0.018624866196756688,2023-01
3023dd844206e144e328a26eb48b064a,-0.026073921914827713,2023-01
30330dd9865cd1eaf4335f0f6adf1550,0.061859969939258005,2023-01
30af8e398cf03a8974ba804d27b3d4c1,-0.06498426666240278,2023-01
30e51f3d6fe6e8d6d91d6229ea38a6d4,0.002830286243183306,2023-01
30e90958602b6b40cac88447107c3fba,-0.01438271141999475,2023-01
310bd01d477d0d5be884997ce703c9ee,-0.09035363674352465,2023-01
312fa06d7d825bcd7c73bbf37e90fef1,0.014208996179152519,2023-01
31417f0d1cfdeeb0039de393438c4420,-0.03283479986103718,2023-01
318aae56d9eb1cb76482aefb91dc5e19,0.01839189753567641,2023-01
31b5aff4a60d9b4211901937b022956b,-0.03947909084940317,2023-01
31c8fb02eb18d9cf2b92e49a81a2f3c4,-0.0037100805933934005,2023-01
31d2a6564b60a2e9290ab20971826f8b,0.0048457468499380155,2023-01
326c3afd55a0c63dde30904647ccb6aa,0.07475207532236092,2023-01
32996449bf9cbe88448677289bb019be,0.08298014809687494,2023-01
32b96b456112498b40122eff1ed482a5,-0.004346231214552876,2023-01
32d593f1dec1d5bb8dd5ba2ace12b99b,0.007659942606082041,2023-01
32df5340de5453e5324347d7f86f72a5,-0.027999522560785937,2023-01
3374980b33bd7c80e0c42a9e735ec248,0.011190126022974537,2023-01
33ac14b2f3e735c65419dbf9efd31a01,-0.010109903818196347,2023-01
3403a727645778532baa27e5d05ae207,0.007537688120715725,2023-01
34208866584462567d8fb588ff5ba46c,0.0034744670214150357,2023-01
3433a45e4e0d27cd79fe74e46b08a6ef,0.01566231937252058,2023-01
34671d303e1134583f86f287d34db25a,-0.0011357732079733233,2023-01
34c8337f357ef847ff14019ae3a43738,-0.03226348522805898,2023-01
34d7c68d89725008bf428cbe167766e5,0.0904223521511571,2023-01
34e016d53c4912b21f3bfb2a80b4bdf7,-0.004873405637230297,2023-01
34e3540230f60bda5c773f68daf28ab2,0.09713668586346112,2023-01
35036dbe2bb4097deb90d574a173e5b0,-0.05408326939052068,2023-01
351d32fca8f80003f6e9f3cc9db8e611,-0.1570711074895122,2023-01
353164d0e2f5117be30a1b64674c7f9d,-0.07905459333807963,2023-01
3621ce9a7307be91fe94d3af2599dddf,0.04293787582813952,2023-01
366ba4252f9b191b139e1975b402b54e,0.10999419167004104,2023-01
368aa87f4532220999d913e68afe71db,-0.003299175311847493,2023-01
368b85fac2dad8e52158fa066b521f3c,-0.09732979785038812,2023-01
368d7c52f0ff5bc0c00e08db6fd73259,-0.026421529518884185,2023-01
36a7c8f851d64f2a44d4b0fa8ea57fea,0.025374344529879862,2023-01
3740bc5266f5d3c8ba762b3ceafd6c75,-0.0622638439978445,2023-01
374aaf98c18ee66aa712638185458728,0.07121543781140287,2023-01
378f6b7c0929060b3c0c37c09587833c,-0.0021619892240870944,2023-01
37e9075703fea509ebf9d13b084a344c,-0.042203134314833045,2023-01
37fe67fc027ec86374acb6403a6b220d,0.06291061767455326,2023-01
38079d7e341b247c63058657488589b2,-0.09795756051160652,2023-01
3844a0ce0c05d1e1adb057db3eaca9b4,0.03733852538537114,2023-01
3872fdd76389fde5c8c60443ba84f40c,-0.02604087934886088,2023-01
38aeac9abb1c4e9e85a98573f5539783,-0.01976204126299722,2023-01
38de9577a047e07cfc88fded5f35e7cf,-0.06715928893193274,2023-01
3900195895004d5d2b6c5d1b1a565429,0.0019222973734125126,2023-01
391ea4214008e1021a43a4c595615abe,-0.046640153769803114,2023-01
39ab0f62326d4a07261e64ef5c7ee892,0.11758203218998914,2023-01
39c32ef5fa0494cbd723766a68af1d39,-0.17265703012447436,2023-01
39feea6cb7d7c360f78f102bcb769233,0.033761086083719014,2023-01
3a09021b71bbc92efb4c3ddcf7ba2a12,-0.010071885284190904,2023-01
3a26ea3859771e2f23ac688cb8dca377,0.009017182427468488,2023-01
3a2a71f4c095cd3dc13fb68ff195d056,-0.0001937697786256934,2023-01
3a543856d929674b1dc57548423cb829,0.02608838788854597,2023-01
3a83e813992bc67ccc558d2d732c573b,0.02407807900565797,2023-01
3a8dad41472ffc0e8d9b9527390e8cc9,-0.024832518922927187,2023-01
3aa0403334ad4fc5dc4b345d52984713,0.17406007038360136,2023-01
3aaee63f1c2c0ac4d7f4132cdcd7a70a,-0.01131779524431602,2023-01
3ab9f7c198562be746e95833fe871f1f,-0.11119662543407063,2023-01
3ababb4cb57d6c99c0ba99a156f23959,0.002059985822568387,2023-01
3b009f1560ed4852ba927e6cd4b93b56,0.009815260370151195,2023-01
3b0512dc6bed665554c2abc453807fed,0.030913096077765115,2023-01
3b52e26213c118e41760e982e6bb640a,0.02661642699678142,2023-01
3b664be9a4997df20c25ec405b6722bc,-0.04430784410058425,2023-01
3bb1318ae4f65618e19940f765116f25,-0.023950112129757138,2023-01
3bf98055ccd204cbb1d10b6f93b69319,0.0039703561164456625,2023-01
3bfdc7700f28b9e25ff24aac80ba481b,0.029107972642603556,2023-01
3c1423adef462a1c54819d2584870796,-0.012319179947452581,2023-01
3c3b8c8332b5997ab8b91a777024eacd,0.14110377702897187,2023-01
3c502f7593732801f37f6c769efb68ec,0.030417309078801733,2023-01
3c50ed740659941c0d76afecaf425612,0.03367323252925709,2023-01
3c79aa38e0c5495e36ab5b53c8285651,-0.047419438703861054,2023-01
3ca0e6fbdadebf259f0ba62da59b4f9c,-0.026333485012671375,2023-01
3ca38b2ca64adeb163e169afea1aaced,-0.07820547565584036,2023-01
3ce608bdd06226ad63fb843447fc17fc,-0.02376085672356208,2023-01
3ceb0c0049690d3026ed1760417409ac,-0.00037807855553883657,2023-01
