id,year_month,stl_0,stl_1,stl_2,stl_3,stl_4,stl_5,stl_6,stl_7,stl_8,stl_9,stl_10,stl_11,stl_12,stl_13,stl_14,stl_15,stl_16,stl_17,stl_18,stl_19,stl_20,stl_21,stl_22,stl_23
f75148515d279e2c6c36207fa4002faf,2021-11,-0.00022066348603912603,-0.00012352116868209368,-1.4358151049986282e-05,0.000103338439665944,0.00023438227309268518,0.0004457138902773014,0.000598933365254289,0.0006688425261757066,0.0005866744233694749,0.00035425811329443057,0.00018797130072192254,0.00017706593156435095,0.00038706207424932574,0.0008211554662034638,0.0011455770136975041,0.0011901433487632887,0.0010127747073015202,0.0006314994105907874,0.00021974175539911983,3.518857332641176e-05,-1.889483723068662e-08,-4.026581500774054e-05,-6.884788600646194e-05,-9.58158871849919e-05
f75148515d279e2c6c36207fa4002faf,2021-12,-4.02026990686776e-05,-2.1207403624496793e-05,8.207250910927917e-06,4.8764747173084304e-05,9.19747931917829e-05,0.0002672797997429555,0.00043503622786569097,0.0005298096149105357,0.000516603125114247,0.00034920723224643474,0.00015826808176285276,7.079125932460951e-05,0.00012139383948233478,0.00034766754411725165,0.0005556708852564871,0.000604095654620278,0.0005413039704896584,0.00035252656845267434,0.00012060593712437323,2.03688901011335e-05,7.077318332255697e-07,-1.9698520637614686e-05,-3.282242998573318e-05,-4.42195420469617e-05
21791beac0bfe0c259899ea10121dca5,2021-01,0.7836626586559163,0.7264047908700365,0.6657147924928374,0.6034066220847664,0.5268698339381629,0.45140108841367516,0.3969079026885569,0.3526807546686996,0.33410456710264497,0.33885330492072885,0.350033492643933,0.3666167990980799,0.39089604272379785,0.40530082287118147,0.39441638145000624,0.3740016147707931,0.34256627641012893,0.30840291201301756,0.2836212762524766,0.2582608110740294,0.24726303367984642,0.2404651273372079,0.2349286932512734,0.2316891358289383
21791beac0bfe0c259899ea10121dca5,2021-02,0.8623211300675125,0.835163207617356,0.8033624745937848,0.7689995936009835,0.7198709419127116,0.6517803829259807,0.5937960331517502,0.5306008490915682,0.4829220273079628,0.46667779217839167,0.45994076827288705,0.45767295632852123,0.46699080185406644,0.4635150962195899,0.4349347610454808,0.41525871843699574,0.40074258163871906,0.3913378635871372,0.39580764969092413,0.386913310076898,0.3688365126017014,0.3551911628723514,0.34102622490737505,0.32778298072740886
21791beac0bfe0c259899ea10121dca5,2021-03,1.2211310395292243,1.2106207212060816,1.1854626929687948,1.147962828339384,1.0873813946011899,0.9108062092638474,0.7117337053897108,0.5209596225309479,0.39878176590311093,0.3507974923474234,0.3364364996831046,0.3321017195199707,0.33240887957141346,0.3364790231413087,0.36186325111940154,0.42307542260503506,0.4883132227878333,0.5410902547181171,0.5711247089858371,0.5563184321970598,0.5273366868892909,0.5023395186089137,0.4770895139481525,0.45434059416405204
21791beac0bfe0c259899ea10121dca5,2021-04,1.22753564243634,1.1058610065417807,0.9803409148840996,0.8520337722077763,0.7165875332124826,0.5698566397832893,0.43992821402501103,0.3410068414061056,0.28926335115730073,0.2671112105879045,0.25875385190701283,0.2544823603843253,0.2462826523218624,0.2495299527536909,0.2781926097493095,0.3102375189024048,0.34894982778608136,0.3904674608209524,0.40980355503558447,0.4185361671474196,0.4371710142078697,0.4530763335081289,0.4699232663526962,0.48805274231607687
21791beac0bfe0c259899ea10121dca5,2021-05,1.0854300705941993,0.9511660984128008,0.8140473151949708,0.6755856782556363,0.5316967307263679,0.39658029495070685,0.29691330218819467,0.24395416460182112,0.23285446925834516,0.23299439448058112,0.22710267727972724,0.20700984894708838,0.176900268888353,0.16074846481077712,0.16528655282300042,0.17808084890650655,0.19701527810036631,0.2116002687483175,0.2109792730667885,0.20299612030153827,0.1955459001050303,0.18789191140224393,0.18064081221647632,0.17401557344549098
21791beac0bfe0c259899ea10121dca5,2021-06,0.848856857188581,0.7153063936026912,0.5829996476116179,0.4529584408867132,0.3243471749710065,0.23100493578868775,0.1756983994648531,0.15727697494747828,0.1533317637930273,0.14731142081439477,0.1330785199670871,0.10880963378521163,0.08390358985958,0.07390918363607676,0.07655510676574091,0.0853025205306418,0.0970669906147523,0.1040842968862121,0.10220546238089676,0.09322143623066834,0.07957837288695997,0.06560640611685092,0.0514438259342445,0.037175838282440234
21791beac0bfe0c259899ea10121dca5,2021-07,0.5373582220887773,0.45361594750228096,0.37070277375778793,0.2890143901456001,0.2086885271521983,0.14885180957048602,0.11039079764825298,0.09579372014771725,0.09136558942680825,0.08541055580526118,0.07766337109869294,0.06599787392049526,0.05527885499021368,0.054514852104457646,0.05994835822559326,0.06509557301595376,0.06673146702452087,0.06214953959122026,0.05288889207699916,0.04338080636227536,0.03708723145981692,0.031011763516019336,0.025300141046739628,0.019992084557598752
21791beac0bfe0c259899ea10121dca5,2021-08,0.8076752966165891,0.6713989548036958,0.5368678060049641,0.40479694983798875,0.27270885272036555,0.18153700814112708,0.12643187723260874,0.10477657299621779,0.10425179699340667,0.10489337830334011,0.09972867604619853,0.09087930909682854,0.0824999776916291,0.08344273379401446,0.09902274564006705,0.1251003730685682,0.14841727770367652,0.1576041740031788,0.1535361729841406,0.1355879901958646,0.12208223855353892,0.11310497500840049,0.10540199520844033,0.09999215406432199
21791beac0bfe0c259899ea10121dca5,2021-09,0.9243568387740339,0.7784976909253111,0.6320179121790707,0.4864094489658236,0.33890548424122974,0.22185504518300647,0.1517693009569261,0.13394489621665498,0.14856177165399834,0.16569011172085807,0.17130066001361138,0.15885074852781333,0.136596227088743,0.12463841335401801,0.12580802384357662,0.1328099301384924,0.13995936954584734,0.14103161678272724,0.1322099814101482,0.11497478386474473,0.09582625030573888,0.07693550163677317,0.0580792532934724,0.03962025365246507
21791beac0bfe0c259899ea10121dca5,2021-10,0.7292103818275824,0.6473456334332768,0.5632335128114916,0.47769292114573936,0.3873544218684251,0.29723871331258994,0.2273487745254382,0.187625766245818,0.18051499756405237,0.18820679898797896,0.19625749330194545,0.19485529504573734,0.18449031165621688,0.1795766073566544,0.19309443748508467,0.22185923583562778,0.25612363733770854,0.2808172841427857,0.2800938900510827,0.2512755668629183,0.2063706038400765,0.16187998100158307,0.11676164484888095,0.07198706712716377
21791beac0bfe0c259899ea10121dca5,2021-11,0.8914998452438381,0.8966631639704169,0.8892496555477664,0.8714060462448497,0.8335566343515327,0.6980339386278774,0.5503366457892948,0.40817222804629033,0.3279656925336019,0.31607119770459424,0.32584075713027855,0.33828838741544864,0.35204294593137814,0.35471959457650787,0.362630584381648,0.39007463515657687,0.41447613540064854,0.43363225614111844,0.4417177485225415,0.42378565677957153,0.4040463590425635,0.385921362726026,0.36792240342474936,0.35179770175434305
21791beac0bfe0c259899ea10121dca5,2021-12,1.048952295575988,1.0496975521647636,1.0377789790592296,1.0160276782379436,0.9729859341387761,0.8399932957600039,0.7043876655510658,0.5791892670786543,0.508229927699096,0.49937242703131074,0.5102479032322735,0.52305287269172,0.5407830754822639,0.5522427393501698,0.5617074233245265,0.5837327671691414,0.5955982385092442,0.5971255296772862,0.587075274862105,0.5466324581538199,0.5008234974928938,0.45745872444291535,0.4139097506548216,0.37215831406089883
5a77c50c256d760ad7eefa94e5c88c1b,2021-01,0.1453266225637935,0.1411555003885665,0.13681550415370713,0.1321935638355173,0.12794199034709267,0.12054449722654366,0.11229446382381561,0.10728694407119709,0.10737518925015363,0.11231744191315444,0.12056985853750696,0.13031083069974916,0.14037652186397803,0.15220188960730285,0.1672606023506491,0.18410643647055822,0.19971327429606456,0.21147990506382264,0.21747719017863024,0.21909602916531148,0.2177406487093531,0.21588526229909685,0.2138569699729796,0.211691463839227
5a77c50c256d760ad7eefa94e5c88c1b,2021-02,0.1276171335042999,0.12548714941399522,0.12330696854260326,0.12097745773904604,0.11904882449005086,0.11483273490109326,0.10994006958808485,0.10782510173720632,0.11012180495347343,0.11802985519201471,0.1296521015370655,0.14000553023272716,0.14658387663090092,0.1494388021276472,0.15134022742426392,0.15640824754365462,0.16592131853421377,0.17778047196859276,0.18782236812236305,0.1928800764362085,0.18905748683885873,0.18416582276171095,0.178495788429388,0.17209788091687905
5a77c50c256d760ad7eefa94e5c88c1b,2021-03,0.1003934749290007,0.09963917047249203,0.09862086820997464,0.09740495916364181,0.09626301755142466,0.09368353900489779,0.09299821855608312,0.09613052306034078,0.10262721733012736,0.11076348512253173,0.11744171662870534,0.12016885509088883,0.11987130269588282,0.11898867275114869,0.12056014831621466,0.12755002606169805,0.1394292126766501,0.15228745072587904,0.16240509667481368,0.16694828344701768,0.16084971564434924,0.1539001949505728,0.14609260144546468,0.13742716461425664
5a77c50c256d760ad7eefa94e5c88c1b,2021-04,0.12083156238773768,0.11763088055108555,0.1143272554352309,0.11108544596325808,0.10794731884789248,0.10629184608205505,0.10836289985011101,0.11433816843534646,0.12195626243490068,0.12994847834228093,0.13684882883599878,0.1409286276799228,0.14356199151781876,0.14568682906300073,0.1473175140794211,0.15136053496214974,0.1589558692117039,0.16772359745070722,0.1758645727002001,0.18047235738672315,0.17482786118005475,0.16843640789762518,0.16116698699051357,0.15297114411284143
5a77c50c256d760ad7eefa94e5c88c1b,2021-05,0.10858501125935655,0.10638773244025801,0.10435604117405661,0.10251001449441949,0.10100579534836694,0.10133582673687722,0.10334172063679864,0.10640696861646011,0.10952701251717431,0.11287132818732261,0.11584315368871521,0.11732603415661791,0.11782142585377839,0.11784251641619249,0.11928177691253534,0.12479288539567826,0.13529230478613002,0.14864791603071875,0.16015479647292766,0.16618503672090634,0.16133555878437858,0.15537193488386475,0.14844507325511158,0.1405766810872529
5a77c50c256d760ad7eefa94e5c88c1b,2021-06,0.10363041410012691,0.10223106321956565,0.10079271289043085,0.09941774325864727,0.0981753043200351,0.09850915755209856,0.10152985347978949,0.1067965865069037,0.11211752485404722,0.11580759075897366,0.11766318044680205,0.11855516398549733,0.11989256731882564,0.1212775548771676,0.12168085079057944,0.12202409958102681,0.12416792159490422,0.12943371106094406,0.13739288854110776,0.14624247268702292,0.14824762822275092,0.14903963413850088,0.14903834885549985,0.14799267102361796
5a77c50c256d760ad7eefa94e5c88c1b,2021-07,0.10142058372267133,0.09954939795206488,0.09738896334430733,0.09502521759048806,0.09238177269328998,0.08883406247761544,0.08711347866493994,0.08820812623515754,0.09236519637566937,0.09764551890193103,0.10190476872432241,0.10475789746060274,0.10660387375225162,0.10796275201962889,0.11051761575144718,0.11530688075633315,0.12237033268240985,0.13117211880708204,0.13961780804379725,0.14581078356498645,0.145542945958856,0.14439943511146675,0.14262323755028875,0.14013492024797075
5a77c50c256d760ad7eefa94e5c88c1b,2021-08,0.1160907032068229,0.11215174404380716,0.10790334155556448,0.10351859342447207,0.0986871940751903,0.09445613388728831,0.09476369332419335,0.09989110798015134,0.10908698532762566,0.11946119787519655,0.1269240880220076,0.13060329826016673,0.13243430967911063,0.13279920318342794,0.1326242287826099,0.13431146375013242,0.13796092237829113,0.1434690230237193,0.1499618844535298,0.1556291668759316,0.15544197340432975,0.15429635193541347,0.15252854400103566,0.149998623558191
5a77c50c256d760ad7eefa94e5c88c1b,2021-09,0.10898903151693436,0.10897831315397837,0.10879261056043163,0.10861048072819528,0.10807054966671224,0.10840993094378323,0.11192877667090571,0.11805968544782346,0.12604014792144994,0.13509332753505657,0.14261033720098187,0.14659968226852307,0.14762745347956513,0.1461731415170034,0.14378004640536338,0.14537142045775947,0.1528118135654503,0.16295241128259408,0.17233400998703663,0.1763970946392901,0.16781171247452684,0.15859045792214355,0.1483297232233211,0.13704252781678433
5a77c50c256d760ad7eefa94e5c88c1b,2021-10,0.07264569342805824,0.07320091500082389,0.07352406896368245,0.07365012660569524,0.07348885719579462,0.07139087234852179,0.06986757523303765,0.06998126073204478,0.0739139340584496,0.08170243816260474,0.08974193264979703,0.09590010513436081,0.098843608727239,0.09863441253653857,0.0978679936265661,0.09848534610718995,0.10034400602453032,0.1022943623064723,0.10284197014039934,0.1013320126903636,0.09871264560097767,0.09617990990950269,0.09362262379087868,0.09111237355362062
5a77c50c256d760ad7eefa94e5c88c1b,2021-11,0.06157717796162023,0.06347591330804127,0.06531334105111473,0.06700974486259992,0.06907558626411674,0.06919862966198173,0.0684458321961632,0.06906312541613889,0.07293044712411949,0.07999389635594654,0.08842614149401191,0.09599167461678773,0.1005462426049747,0.10272262595869246,0.10543015560193875,0.10852092517254407,0.11115277912403515,0.11251505619153164,0.11078659046144486,0.10642610732074678,0.10174427029950929,0.09689421058497452,0.09207102726403849,0.08737946209283742
5a77c50c256d760ad7eefa94e5c88c1b,2021-12,0.07393571935076709,0.0739512524002061,0.07409411307556957,0.07422937570764657,0.07474372489781364,0.07402120970043377,0.07125031991831121,0.0679160137199378,0.06568274697729906,0.06671600424360438,0.07203934668838019,0.0804379584125079,0.08999577099547877,0.09934761888616392,0.10752905564676064,0.11320950120618252,0.11557315516231197,0.11482441296569235,0.11157766135681738,0.1077435125902481,0.10677025276554851,0.10598236281282865,0.10549474223697944,0.10538377592478229
b84156db3168427d872b4c08505f1b06,2021-01,0.03710688792212672,0.03863163132433574,0.040447473776991566,0.04250815193015236,0.04481549618433723,0.04923215363117749,0.054260647801892416,0.059542876890886325,0.064849701417558,0.07061887324766963,0.07445917939518476,0.07556905104182898,0.0754208430246207,0.0750316368921804,0.07853654751552337,0.08807771014254685,0.09820993864476575,0.10358086385868999,0.1015691878929799,0.08928714339166888,0.0715355808269535,0.05415005696091531,0.03659364790419993,0.019236315467888752
b84156db3168427d872b4c08505f1b06,2021-02,0.02200858517099718,0.02600673847954631,0.029883471166882333,0.03374171677731162,0.037656663147458386,0.041710934639863785,0.047380967511743095,0.054081553915515376,0.059627916839863494,0.06246813284490421,0.06117204453368379,0.05642290848498206,0.05097161675214443,0.04767310701277158,0.048936591119044165,0.0549637975925957,0.06364597825246103,0.07145151186410843,0.07497177698087518,0.07205252555280302,0.0604292493665981,0.04819357977429718,0.035298842139288134,0.02179019757779458
b84156db3168427d872b4c08505f1b06,2021-03,0.0216330740121306,0.0257045548290705,0.029828665745181095,0.03398037414792802,0.03818699257615428,0.041706204526557523,0.044059976358091536,0.04472118735648211,0.04462232834410138,0.04525034262729051,0.04628398086652304,0.046877421698969336,0.04631488229128787,0.04472665313324632,0.043556546078403764,0.04470070977904104,0.04813864708227675,0.051147282422186746,0.05160762031994943,0.0480375294311657,0.040027282544428146,0.032303509012731595,0.024352923178513126,0.016310833350380652
b84156db3168427d872b4c08505f1b06,2021-04,0.024127719073096958,0.02814820338494975,0.03222501630153891,0.036317236976501716,0.04030810659160795,0.045189416023484835,0.0493379237112312,0.0529359119942466,0.055071571454437106,0.05363026700389227,0.04971558509303137,0.04532236819918185,0.0407647036618804,0.03800202473598735,0.03889527309658298,0.04225605156873625,0.046198944243171405,0.04952232977997194,0.050477103812928324,0.0478654592265262,0.041901549856324445,0.03579825472925069,0.0294426141868837,0.022904536193308764
b84156db3168427d872b4c08505f1b06,2021-05,0.018119944956879738,0.02002062281748413,0.021973093581886545,0.02399574173348766,0.02605787584675443,0.02945151506046826,0.03383347426211629,0.038593861003633094,0.04288221164093382,0.04504206407105957,0.04465402193070625,0.042979063930921935,0.040696110161368385,0.03895094655388279,0.038839746465216665,0.03899835891627491,0.03799764131916342,0.03610086833482967,0.03295389957744948,0.028972225723896856,0.025873415292280738,0.022771624322345016,0.019743065847695907,0.016829909070588685
b84156db3168427d872b4c08505f1b06,2021-06,0.018542635304162454,0.022329654379205647,0.02613085381339755,0.02992507320799766,0.033890935213790094,0.03754113139973449,0.041341430638984974,0.045638102469505754,0.04938614032194423,0.05227396681349143,0.05333667488225283,0.05104796153642489,0.04802683229579291,0.04743553868218481,0.050794328607306455,0.058056127986335165,0.06475420100596103,0.06636539005162624,0.061861707514619724,0.05179715136611234,0.04147622002497126,0.03166370756292959,0.0220811235393411,0.013017943054087603
b84156db3168427d872b4c08505f1b06,2021-07,0.028042567195579626,0.031751314390812975,0.03515103174956572,0.03827196845359679,0.040972952878870664,0.04142190793403588,0.04157549372207248,0.04227528646566332,0.0441374637930069,0.04599358984954516,0.04707446702893421,0.047612700002770916,0.047147756049014,0.046253758649389076,0.04652770899180116,0.04753951957842685,0.04850264718175287,0.049740943278154155,0.04950305467685118,0.04667724479678435,0.040684166356153705,0.034292106206349024,0.02758793703185016,0.020597151857736234
b84156db3168427d872b4c08505f1b06,2021-08,0.020013106633703145,0.022251896736503945,0.02442142869246675,0.026491006576070713,0.028548722800024136,0.029458924654283902,0.02964210750874045,0.030211531094513387,0.03191850728996709,0.0347968045724147,0.03816712067922112,0.04108328820054079,0.0431771810300496,0.04518435668969568,0.048163197295885835,0.05085797461394548,0.05209079345181381,0.050954340693512186,0.04655145535959854,0.039938262665885,0.03431504054492529,0.028623527696573035,0.02308863997612342,0.017791047009224285
b84156db3168427d872b4c08505f1b06,2021-09,0.02215688725171068,0.02707190471327716,0.03157082557157587,0.035696382260359254,0.03911737023228157,0.03909595845788968,0.03742960663910476,0.03517735407465374,0.034012458668295886,0.03338080364800332,0.03276887149006293,0.03285059701099234,0.03362718045494213,0.03577200372377676,0.039842020312871096,0.04471126168016588,0.04833804208777913,0.049331577596175964,0.047654967030687986,0.04352523619421173,0.03882417930252645,0.034384574151432507,0.029993294741994785,0.025735201877206564
b84156db3168427d872b4c08505f1b06,2021-10,0.020555678324473192,0.022292428274653955,0.024237931529627648,0.026348007982639903,0.02864483012364378,0.032819990234559386,0.037633757516779436,0.0419950247718644,0.04543918725764186,0.046915613690593744,0.045245221654015844,0.04108570699778717,0.03636542581496744,0.03296707919005206,0.03388136850279526,0.03936265273559756,0.04583409779746944,0.05015891107109201,0.050399263738976595,0.04583140700713458,0.039551434126182755,0.033541437181053395,0.027546469114383805,0.02176984596072082
b84156db3168427d872b4c08505f1b06,2021-11,0.0178924814567883,0.019981934261929225,0.022395135384549517,0.025094495764961307,0.0281379858591087,0.0346821688292536,0.04237069615530432,0.05065552312977836,0.057644102980117184,0.06091518136188009,0.05973446216577555,0.053941620873468654,0.045355374321528835,0.03912917288224037,0.04148707264849555,0.05452473437846539,0.07384914154717175,0.0913204684573912,0.09924796120626218,0.09290653719723074,0.07206818590091686,0.05093226073476503,0.02886233782777288,0.006260779381650786
b84156db3168427d872b4c08505f1b06,2021-12,0.02408510115673439,0.023872025969286854,0.02377656853327662,0.023853530500542015,0.024042870315561085,0.026624444382620103,0.03158899217714199,0.03788272807502817,0.0433794655294461,0.046640134766222655,0.04651734503001723,0.042931482198287366,0.03828111255494521,0.03512376041165541,0.03658886332207957,0.044394157265463356,0.05515487966708799,0.06501073218733859,0.07025678718940999,0.06742570719572355,0.05651450017286466,0.04541851970815859,0.03376178145356858,0.02179545918658265
1336bea67567c258ed2e7a87cbc5ae0e,2021-01,0.00013322656226111024,0.00011557944553137737,9.969161090359672e-05,8.509655025336048e-05,7.183499075805587e-05,6.98823680242251e-05,6.86427074011111e-05,6.258070110120543e-05,5.612310960199157e-05,5.222639229915332e-05,4.692552505966489e-05,4.372539423035091e-05,4.3781248529731246e-05,5.1407483064104415e-05,8.631269593474344e-05,0.00015291190800391434,0.0002251269992478904,0.00028083283957785826,0.00029788335361777914,0.00026296971260301034,0.0001955054720806823,0.00012934105954316903,6.156201242210591e-05,-5.83732866404975e-06
1336bea67567c258ed2e7a87cbc5ae0e,2021-02,-5.698500986332459e-05,-1.5528792816955967e-05,3.159731238159731e-05,8.051554163745751e-05,0.0001413513937300914,0.0001971190505258883,0.00020006283897899924,0.00017960348951585176,0.00013508155862334238,9.136803820562247e-05,9.738644252389632e-05,0.00012422636600333228,0.00015476703134152577,0.0002221506327649972,0.0003129985447418286,0.0004143305800948569,0.0005459000430774874,0.0006684189339934741,0.0007263180139211521,0.0007450904535549953,0.0007043169251981233,0.00065011412236366,0.0005913151715753984,0.0005275234080229
1336bea67567c258ed2e7a87cbc5ae0e,2021-03,7.00883232088726e-05,5.230491228853735e-05,3.9655889345194086e-05,3.175173298175552e-05,2.6651491353003375e-05,5.055896632390662e-05,6.165439992771217e-05,5.9124073559344907e-05,5.936719191888549e-05,0.00010645299100706836,0.00023580672444999072,0.0003749388560822235,0.00047061417228863237,0.0005640162908369557,0.0006598516335314722,0.0008307976357846149,0.0011067244981764462,0.0013128724173166273,0.0013633530418405192,0.0012273280383213148,0.0008760279093512329,0.0005510966116531483,0.00021798852861182176,-0.00011561870338243642
1336bea67567c258ed2e7a87cbc5ae0e,2021-04,0.0001069442987041519,9.473805371122279e-05,9.008685954901301e-05,9.132345888576776e-05,9.756831145388587e-05,0.00014033081683527518,0.00014905915986459633,0.00015180225214777088,0.00020400553535554483,0.00037586731114916925,0.0007249139058338112,0.001122841231182575,0.0013614919923224933,0.001385404114633089,0.0011920145623342281,0.0008636437571858526,0.00061496559683533,0.0005126751551779375,0.0004640343763465209,0.0004193298737114533,0.00030142029273977036,0.00017512434582262474,4.007982308101613e-05,-0.00010110485622180315
1336bea67567c258ed2e7a87cbc5ae0e,2021-05,-0.0030629812907344662,-0.000974192234283188,0.0010711510096441655,0.0030559792345567476,0.004885324195202213,0.005962041461237671,0.006174827182347581,0.00566625865672623,0.004757149968813692,0.003929283147477371,0.003737295082733107,0.004045849898068081,0.004557370093571525,0.004697253575455753,0.003956896708530094,0.002773540123330932,0.0015750333452735645,0.0007394153861742184,0.0005321050262524482,0.0005805331748209929,0.00037588519634469306,0.00015844933102967016,-9.860987737495192e-05,-0.00040313978740345245
1336bea67567c258ed2e7a87cbc5ae0e,2021-06,0.004705423731133026,0.008076881094505767,0.01198833483003476,0.01623270854476635,0.021288029031090235,0.028742575923300283,0.03371200559534499,0.036685793270948,0.03583372157781046,0.0316831572386177,0.02884417464627691,0.028125285543304287,0.02773554081246631,0.02977614810693999,0.034957960606349946,0.0425330131669237,0.05394252711734829,0.06728893935104968,0.07542282755431738,0.07586416840044607,0.06290283437527436,0.048218661142940884,0.03231180154958098,0.01517404831584133
