,id,year_month,value_kwh mean,value_kwh std,value_kwh min,value_kwh max,demand_change_kwh mean,demand_change_kwh std,demand_change_kwh max,demand_change_kwh smooth_max,demand_change_kwh max_savgol,demand_change_kwh min,demand_change_kwh smooth_min,demand_change_kwh min_savgol
0,002da9d5719ff5fb0f53307ace9bc9e7,2023-01,0.763014,0.772785,0.020,3.532,0.000792,0.878937,3.316,1.7048,2.433829,-2.951,-1.42180,-2.078229
1,002da9d5719ff5fb0f53307ace9bc9e7,2023-02,0.680193,0.744177,0.000,3.265,-0.000898,0.813475,3.105,1.5224,2.361771,-3.038,-1.43020,-2.174743
2,002da9d5719ff5fb0f53307ace9bc9e7,2023-03,0.584596,0.705993,0.019,3.145,0.000369,0.785537,2.407,1.4204,2.154514,-3.015,-1.34200,-2.159829
3,002da9d5719ff5fb0f53307ace9bc9e7,2023-04,0.513881,0.660658,0.016,2.940,-0.001361,0.737585,2.453,1.3714,2.133914,-2.233,-1.42325,-1.994857
4,002da9d5719ff5fb0f53307ace9bc9e7,2023-05,0.357994,0.614618,0.004,2.439,-0.001380,0.703051,2.357,1.4938,2.274229,-2.393,-1.38840,-2.042714
5,002da9d5719ff5fb0f53307ace9bc9e7,2023-06,0.259070,0.555605,0.004,3.453,-0.001047,0.611453,3.447,1.9106,3.043600,-2.303,-1.41440,-2.048514
6,002da9d5719ff5fb0f53307ace9bc9e7,2023-07,0.238837,0.531369,0.005,2.646,-0.001099,0.548481,2.641,1.6062,2.500343,-2.418,-1.42160,-2.143457
7,002da9d5719ff5fb0f53307ace9bc9e7,2023-08,0.247999,0.534063,0.004,2.439,-0.001123,0.562659,2.267,1.3556,1.988429,-2.267,-1.38340,-2.026714
8,002da9d5719ff5fb0f53307ace9bc9e7,2023-09,0.260435,0.552749,0.005,2.990,-0.001240,0.599018,2.974,1.7414,2.706400,-2.236,-1.48800,-2.485429
9,002da9d5719ff5fb0f53307ace9bc9e7,2023-10,0.343417,0.586395,0.005,3.149,-0.001691,0.639194,3.043,1.6350,2.691114,-2.326,-1.37640,-2.078629
10,002da9d5719ff5fb0f53307ace9bc9e7,2023-11,0.569061,0.637678,0.017,3.187,-0.000720,0.656343,2.727,1.6614,2.512114,-2.452,-1.35580,-2.136143
11,002da9d5719ff5fb0f53307ace9bc9e7,2023-12,0.722403,0.673579,0.018,3.258,-0.001209,0.627501,2.686,1.5470,2.208429,-2.319,-1.36000,-2.092314
12,00327776181f90b1864c4238857098b7,2023-01,0.087511,0.202086,0.000,1.355,-0.000461,0.255010,1.197,0.8534,1.253057,-1.133,-0.73040,-0.966600
13,00327776181f90b1864c4238857098b7,2023-02,0.073572,0.188508,0.001,1.207,-0.000563,0.233212,1.136,0.6590,1.013371,-1.143,-0.83780,-1.147600
14,00327776181f90b1864c4238857098b7,2023-03,0.081644,0.197787,0.001,1.358,-0.001008,0.249516,1.247,0.8446,1.209629,-1.354,-0.76080,-1.137143
15,00327776181f90b1864c4238857098b7,2023-04,0.091818,0.209231,0.001,1.271,-0.000001,0.266731,1.238,0.8680,1.205429,-1.263,-0.87580,-1.288800
16,00327776181f90b1864c4238857098b7,2023-05,0.075866,0.187481,0.001,1.282,0.000938,0.227789,1.276,0.8254,1.286543,-1.253,-0.79080,-1.212543
17,00327776181f90b1864c4238857098b7,2023-06,0.053364,0.157490,0.000,0.887,0.000890,0.190943,0.876,0.7040,0.867629,-0.876,-0.58980,-0.858543
18,00327776181f90b1864c4238857098b7,2023-07,0.064613,0.161345,0.000,1.284,0.000066,0.198979,1.283,0.7432,1.176971,-1.277,-0.73320,-1.146629
19,00327776181f90b1864c4238857098b7,2023-08,0.059616,0.134958,0.000,0.695,0.000337,0.149699,0.689,0.4080,0.558029,-0.692,-0.40100,-0.582000
20,00327776181f90b1864c4238857098b7,2023-09,0.056444,0.130686,0.001,0.656,0.000257,0.145944,0.600,0.4224,0.621000,-0.608,-0.40640,-0.602571
21,00327776181f90b1864c4238857098b7,2023-10,0.053840,0.130634,0.000,0.762,0.000110,0.131137,0.749,0.4272,0.701343,-0.740,-0.42760,-0.681029
22,00327776181f90b1864c4238857098b7,2023-11,0.069719,0.144556,0.000,0.729,-0.000454,0.155229,0.718,0.4422,0.626800,-0.616,-0.44500,-0.643400
23,00327776181f90b1864c4238857098b7,2023-12,0.104621,0.152918,0.000,1.088,-0.000666,0.166384,1.036,0.4696,0.824029,-1.046,-0.55140,-0.833686
24,006d406397f66e3feb64e50853668cb6,2023-01,0.098117,0.087485,0.049,1.388,0.000004,0.093385,1.304,0.7154,1.147571,-1.034,-0.66580,-1.104800
25,006d406397f66e3feb64e50853668cb6,2023-02,0.093566,0.082067,0.047,1.140,4.464286e-06,0.071384,1.052,0.7700,1.041286,-0.833,-0.4454,-0.760543
26,006d406397f66e3feb64e50853668cb6,2023-03,0.084694,0.070881,0.005,1.137,-1.646505e-05,0.075048,1.058,0.7480,1.117800,-0.890,-0.5930,-0.857171
27,006d406397f66e3feb64e50853668cb6,2023-04,0.078607,0.054625,0.006,1.102,-1.493056e-05,0.070064,1.043,0.6150,1.001000,-0.998,-0.5840,-0.940914
28,006d406397f66e3feb64e50853668cb6,2023-05,0.050358,0.046145,0.005,0.745,-7.325269e-05,0.043071,0.682,0.3582,0.606657,-0.591,-0.2698,-0.516943
29,006d406397f66e3feb64e50853668cb6,2023-06,0.010284,0.015020,0.005,0.552,1.145833e-05,0.020153,0.546,0.2388,0.394457,-0.494,-0.1980,-0.331857
30,006d406397f66e3feb64e50853668cb6,2023-07,0.013452,0.025438,0.005,0.569,-8.064516e-06,0.032434,0.547,0.2142,0.427943,-0.553,-0.2350,-0.449629
31,006d406397f66e3feb64e50853668cb6,2023-08,0.023824,0.032031,0.005,0.628,6.485215e-05,0.028645,0.566,0.2588,0.500086,-0.523,-0.2112,-0.472771
32,006d406397f66e3feb64e50853668cb6,2023-09,0.017520,0.024696,0.005,0.570,-6.736111e-05,0.022309,0.543,0.1714,0.342686,-0.535,-0.1588,-0.283771
33,006d406397f66e3feb64e50853668cb6,2023-10,0.057146,0.060944,0.005,1.166,9.274194e-05,0.067460,1.086,0.6476,1.055314,-1.053,-0.6460,-1.070229
34,006d406397f66e3feb64e50853668cb6,2023-11,0.096566,0.092325,0.051,1.205,1.388889e-06,0.105327,1.123,0.6852,1.087000,-1.041,-0.6712,-1.040486
35,006d406397f66e3feb64e50853668cb6,2023-12,0.102596,0.070768,0.049,1.057,-3.024194e-06,0.074692,0.935,0.6620,1.000314,-0.843,-0.6180,-0.856714
36,00bd7e4f354fec1559d7ee2bb41e197f,2023-01,0.281834,0.354492,0.002,1.354,1.602823e-04,0.540070,1.228,0.9632,1.277200,-1.341,-1.0688,-1.452514
37,00bd7e4f354fec1559d7ee2bb41e197f,2023-02,0.260516,0.343569,0.012,1.047,1.488095e-05,0.530664,1.034,0.6828,1.032714,-0.877,-0.7930,-0.920800
38,00bd7e4f354fec1559d7ee2bb41e197f,2023-03,0.199244,0.305771,0.012,1.019,-5.715726e-04,0.488340,0.990,0.6618,0.985257,-1.006,-0.7030,-0.953143
39,00bd7e4f354fec1559d7ee2bb41e197f,2023-04,0.178445,0.291567,0.012,0.992,-3.229167e-05,0.456693,0.980,0.6664,0.997571,-0.942,-0.6536,-0.956800
40,00bd7e4f354fec1559d7ee2bb41e197f,2023-05,0.093924,0.212673,0.002,1.044,8.165323e-05,0.315689,0.992,0.6574,0.960457,-0.977,-0.6574,-1.008714
41,00bd7e4f354fec1559d7ee2bb41e197f,2023-06,0.015891,0.070108,0.001,0.754,-4.861111e-06,0.098817,0.741,0.4328,0.825514,-0.741,-0.4330,-0.828857
42,00bd7e4f354fec1559d7ee2bb41e197f,2023-07,0.008926,0.045002,0.001,0.957,4.704301e-06,0.062759,0.944,0.5018,0.923371,-0.944,-0.4990,-0.931771
43,00bd7e4f354fec1559d7ee2bb41e197f,2023-08,0.018298,0.083536,0.001,0.844,3.730588e-20,0.117847,0.831,0.3992,0.764086,-0.831,-0.3994,-0.760057
44,00bd7e4f354fec1559d7ee2bb41e197f,2023-09,0.024772,0.093990,0.001,0.985,-5.104167e-04,0.132551,0.972,0.5396,0.846486,-0.972,-0.5396,-0.879171
45,00bd7e4f354fec1559d7ee2bb41e197f,2023-10,0.078227,0.193039,0.000,0.957,-3.360215e-07,0.287423,0.944,0.6492,0.940400,-0.944,-0.6494,-0.981657
46,00bd7e4f354fec1559d7ee2bb41e197f,2023-11,0.209074,0.312192,0.002,1.003,-3.472222e-07,0.502596,0.990,0.6694,0.967857,-0.990,-0.6880,-0.956429
47,00bd7e4f354fec1559d7ee2bb41e197f,2023-12,0.254777,0.334655,0.002,1.016,4.648224e-04,0.551685,1.003,0.6888,0.990057,-0.988,-0.6876,-0.950200
48,00bfdb2a5b43bb6bfce84e24c81ffdcf,2023-01,0.039688,0.093361,0.000,0.980,-7.728495e-05,0.085121,0.860,0.4420,0.675714,-0.770,-0.4300,-0.643143
49,00bfdb2a5b43bb6bfce84e24c81ffdcf,2023-02,0.045595,0.086696,0.000,1.090,-2.310383e-19,0.085759,1.050,0.5280,0.766857,-0.650,-0.5180,-0.620000
50,00bfdb2a5b43bb6bfce84e24c81ffdcf,2023-03,0.032557,0.078287,0.000,0.760,-3.360215e-06,0.071501,0.730,0.3700,0.644286,-0.630,-0.2960,-0.502000
51,00bfdb2a5b43bb6bfce84e24c81ffdcf,2023-04,0.010066,0.005794,0.000,0.110,-1.204669e-21,0.008452,0.100,0.0640,0.100571,-0.110,-0.0680,-0.103714
52,00bfdb2a5b43bb6bfce84e24c81ffdcf,2023-05,0.013730,0.023380,0.000,0.580,-2.098456e-20,0.022865,0.530,0.1980,0.368000,-0.370,-0.2120,-0.284286
53,00bfdb2a5b43bb6bfce84e24c81ffdcf,2023-06,0.019625,0.045018,0.000,0.810,3.493540e-20,0.035907,0.670,0.2840,0.469714,-0.550,-0.1920,-0.345714
54,00bfdb2a5b43bb6bfce84e24c81ffdcf,2023-07,0.037372,0.075087,0.000,1.030,1.344086e-05,0.053991,0.930,0.5260,0.741714,-0.520,-0.3200,-0.441143
55,00bfdb2a5b43bb6bfce84e24c81ffdcf,2023-08,0.017460,0.041969,0.000,0.640,-6.720430e-06,0.036559,0.520,0.2560,0.375143,-0.440,-0.2180,-0.301429
56,00bfdb2a5b43bb6bfce84e24c81ffdcf,2023-09,0.011201,0.005260,0.000,0.090,3.472222e-06,0.007522,0.070,0.0280,0.044286,-0.070,-0.0300,-0.046857
57,00bfdb2a5b43bb6bfce84e24c81ffdcf,2023-10,0.018646,0.041203,0.000,0.610,-3.360215e-06,0.040482,0.570,0.2600,0.482857,-0.550,-0.3120,-0.490571
58,00bfdb2a5b43bb6bfce84e24c81ffdcf,2023-11,0.022382,0.048728,0.000,0.570,-1.041667e-05,0.043125,0.550,0.2840,0.522571,-0.480,-0.2760,-0.324571
59,00bfdb2a5b43bb6bfce84e24c81ffdcf,2023-12,0.040662,0.079691,0.000,0.910,1.008065e-05,0.067168,0.730,0.3260,0.549429,-0.590,-0.2700,-0.612286
60,00d3d88e22d370981ac5d39ad7a53648,2023-01,0.183938,0.237999,0.016,1.271,4.838710e-05,0.275031,1.221,0.9176,1.245600,-1.185,-0.9196,-1.337057
61,00d3d88e22d370981ac5d39ad7a53648,2023-02,0.186828,0.252676,0.016,1.701,-8.106399e-04,0.290703,1.604,0.9988,1.461371,-1.185,-0.9074,-1.300029
62,00d3d88e22d370981ac5d39ad7a53648,2023-03,0.159470,0.245481,0.015,1.257,-4.159946e-04,0.276429,1.215,0.9208,1.239229,-1.186,-0.9106,-1.263886
63,00d3d88e22d370981ac5d39ad7a53648,2023-04,0.156272,0.240557,0.015,1.244,4.062500e-05,0.272757,1.193,0.9226,1.245286,-1.171,-0.9030,-1.297686
64,00d3d88e22d370981ac5d39ad7a53648,2023-05,0.142557,0.239803,0.015,1.390,-7.355511e-04,0.270789,1.372,0.9228,1.238514,-1.287,-0.9228,-1.250514
65,00d3d88e22d370981ac5d39ad7a53648,2023-06,0.133191,0.245957,0.015,1.246,-7.718750e-04,0.281855,1.216,0.9290,1.249571,-1.204,-0.9394,-1.312029
66,00d3d88e22d370981ac5d39ad7a53648,2023-07,0.126998,0.235856,0.015,1.246,-7.594086e-04,0.281514,1.230,0.9440,1.303771,-1.206,-0.9596,-1.296714
67,00d3d88e22d370981ac5d39ad7a53648,2023-08,0.131463,0.233539,0.015,1.280,-7.241263e-04,0.275486,1.250,0.9316,1.321086,-1.220,-0.9566,-1.312743
68,00d3d88e22d370981ac5d39ad7a53648,2023-09,0.137731,0.233702,0.019,1.237,-5.586806e-04,0.285249,1.212,0.9432,1.372057,-1.217,-0.9448,-1.332800
69,00d3d88e22d370981ac5d39ad7a53648,2023-10,0.143506,0.216638,0.018,1.392,-2.298387e-04,0.246168,1.342,0.8620,1.282857,-1.359,-0.9050,-1.252800
70,00d3d88e22d370981ac5d39ad7a53648,2023-11,0.178622,0.235999,0.016,1.917,7.993056e-04,0.265646,1.376,1.1300,1.455457,-1.596,-1.2410,-1.546571
71,00d3d88e22d370981ac5d39ad7a53648,2023-12,0.186837,0.235695,0.034,1.565,2.537568e-04,0.269185,1.486,1.0222,1.485914,-1.278,-0.9030,-1.219029
72,013fd96e38c303c648f270b0bed82998,2023-01,0.356139,0.112311,0.225,0.868,-2.116935e-05,0.101231,0.520,0.2696,0.364457,-0.442,-0.3086,-0.401029
73,013fd96e38c303c648f270b0bed82998,2023-02,0.356911,0.111058,0.208,0.846,-3.943452e-05,0.098254,0.385,0.2096,0.322543,-0.394,-0.2402,-0.351114
74,013fd96e38c303c648f270b0bed82998,2023-03,0.345127,0.105595,0.208,0.762,2.553763e-05,0.095769,0.412,0.2232,0.354200,-0.330,-0.1924,-0.279657
75,013fd96e38c303c648f270b0bed82998,2023-04,0.341493,0.104781,0.195,0.790,0.000002,0.094913,0.477,0.2474,0.471686,-0.400,-0.1744,-0.323714
76,013fd96e38c303c648f270b0bed82998,2023-05,0.346909,0.098981,0.000,1.052,-0.000071,0.099875,0.736,0.4456,0.594057,-0.593,-0.4196,-0.561629
77,013fd96e38c303c648f270b0bed82998,2023-06,0.322534,0.085286,0.194,0.670,-0.000072,0.093081,0.379,0.2180,0.311257,-0.446,-0.2640,-0.418143
78,013fd96e38c303c648f270b0bed82998,2023-07,0.328537,0.088938,0.142,0.814,-0.000033,0.097381,0.490,0.3454,0.526257,-0.459,-0.2772,-0.450629
79,013fd96e38c303c648f270b0bed82998,2023-08,0.359403,0.092773,0.219,0.746,-0.000104,0.097026,0.449,0.2060,0.349229,-0.380,-0.2340,-0.312257
80,013fd96e38c303c648f270b0bed82998,2023-09,0.375247,0.092878,0.197,0.746,-0.000074,0.094633,0.332,0.1962,0.303486,-0.359,-0.2022,-0.304714
81,013fd96e38c303c648f270b0bed82998,2023-10,0.357170,0.106296,0.203,0.767,-0.000014,0.091963,0.415,0.2448,0.455600,-0.372,-0.2386,-0.290143
82,013fd96e38c303c648f270b0bed82998,2023-11,0.377014,0.115600,0.226,0.805,0.000059,0.098881,0.451,0.2486,0.381457,-0.369,-0.2414,-0.344114
83,013fd96e38c303c648f270b0bed82998,2023-12,0.368843,0.124033,0.223,1.180,0.000133,0.100816,0.503,0.3172,0.516429,-0.428,-0.2838,-0.412229
84,0141041d4574564a032404b47b72ed1f,2023-01,0.129859,0.122932,0.039,1.084,-0.000048,0.155105,0.775,0.4086,0.660086,-0.845,-0.4424,-0.619486
85,0141041d4574564a032404b47b72ed1f,2023-02,0.116844,0.124143,0.030,1.049,0.000005,0.153779,0.985,0.4496,0.689371,-0.952,-0.4202,-0.654657
86,0141041d4574564a032404b47b72ed1f,2023-03,0.123864,0.132213,0.026,1.027,0.000016,0.162402,0.896,0.4990,0.762400,-0.938,-0.4558,-0.774914
87,0141041d4574564a032404b47b72ed1f,2023-04,0.098217,0.103453,0.027,1.223,0.000018,0.130285,1.044,0.4300,0.666143,-1.148,-0.4046,-0.822657
88,0141041d4574564a032404b47b72ed1f,2023-05,0.101685,0.107101,0.028,1.002,0.000010,0.133200,0.960,0.6084,0.843686,-0.771,-0.4838,-0.618943
89,0141041d4574564a032404b47b72ed1f,2023-06,0.086592,0.087347,0.030,0.744,0.000033,0.112841,0.680,0.3284,0.519143,-0.620,-0.3176,-0.506257
90,0141041d4574564a032404b47b72ed1f,2023-07,0.077473,0.101971,0.023,1.541,0.000129,0.108562,1.483,0.6832,1.174771,-0.937,-0.5924,-0.843114
91,0141041d4574564a032404b47b72ed1f,2023-08,0.093411,0.089432,0.030,0.831,-0.000348,0.111918,0.778,0.4052,0.706486,-0.719,-0.3332,-0.599000
92,0141041d4574564a032404b47b72ed1f,2023-09,0.124540,0.130050,0.027,1.209,0.000043,0.157583,1.040,0.5654,0.948000,-0.973,-0.4658,-0.872371
93,0141041d4574564a032404b47b72ed1f,2023-10,0.119225,0.118717,0.025,1.096,0.000075,0.141867,0.883,0.4508,0.754257,-0.782,-0.4096,-0.677771
94,0141041d4574564a032404b47b72ed1f,2023-11,0.124981,0.128776,0.027,0.968,-0.000067,0.159100,0.889,0.4806,0.842457,-0.862,-0.4322,-0.785143
95,0141041d4574564a032404b47b72ed1f,2023-12,0.129906,0.136388,0.028,1.130,0.000049,0.161521,1.054,0.4250,0.755286,-1.008,-0.4610,-0.759571
96,015f14ed18fdc3d71aace42ace74d411,2023-01,0.370201,0.320684,0.000,1.713,0.000216,0.437545,1.437,0.7362,1.179657,-1.585,-0.8498,-1.423143
97,015f14ed18fdc3d71aace42ace74d411,2023-02,0.287763,0.299467,0.000,1.667,-0.000185,0.389134,1.601,0.7394,1.223886,-1.557,-0.8354,-1.393971
98,015f14ed18fdc3d71aace42ace74d411,2023-03,0.232247,0.272106,0.000,1.793,-0.000321,0.353753,1.579,0.6656,1.172286,-1.626,-0.9044,-1.623086
99,015f14ed18fdc3d71aace42ace74d411,2023-04,0.198817,0.257573,0.000,1.491,-0.000021,0.318805,1.298,0.7002,1.179057,-1.369,-0.8338,-1.267514
100,015f14ed18fdc3d71aace42ace74d411,2023-05,0.128622,0.193018,0.000,1.472,-0.000087,0.240538,1.404,0.6604,1.069114,-1.401,-0.7470,-1.164857
101,015f14ed18fdc3d71aace42ace74d411,2023-06,0.068766,0.099873,0.000,1.358,-0.000004,0.125463,1.358,0.6934,1.191257,-1.017,-0.4914,-0.998771
102,015f14ed18fdc3d71aace42ace74d411,2023-07,0.084736,0.117476,0.000,1.052,0.000039,0.142512,1.052,0.4968,0.934686,-0.856,-0.5178,-0.793629
103,015f14ed18fdc3d71aace42ace74d411,2023-08,0.079786,0.121829,0.000,1.031,0.000073,0.136200,0.948,0.5270,0.748114,-0.972,-0.5402,-0.755400
104,015f14ed18fdc3d71aace42ace74d411,2023-09,0.114478,0.142299,0.000,1.190,-0.000082,0.158917,0.972,0.6066,0.906943,-1.056,-0.5540,-0.827314
105,015f14ed18fdc3d71aace42ace74d411,2023-10,0.155859,0.200138,0.000,1.666,0.000078,0.247399,1.388,0.7200,1.139857,-1.360,-0.7742,-1.104286
106,015f14ed18fdc3d71aace42ace74d411,2023-11,0.309799,0.292753,0.000,1.662,0.000345,0.397392,1.638,0.6880,1.104429,-1.402,-0.7950,-1.364714
107,015f14ed18fdc3d71aace42ace74d411,2023-12,0.350518,0.312939,0.000,1.668,0.000224,0.417714,1.338,0.7254,1.024600,-1.558,-0.8168,-1.299286
108,016b1c2e015107740c0250fc3794639e,2023-01,0.105139,0.119993,0.011,0.995,0.000030,0.148338,0.948,0.5152,0.870457,-0.921,-0.4426,-0.631057
109,016b1c2e015107740c0250fc3794639e,2023-02,0.104939,0.127011,0.011,1.022,-0.000028,0.147563,0.913,0.3322,0.565686,-0.866,-0.3488,-0.705714
110,016b1c2e015107740c0250fc3794639e,2023-03,0.104638,0.117394,0.014,0.888,0.000009,0.141254,0.871,0.3648,0.656114,-0.776,-0.3542,-0.599257
111,016b1c2e015107740c0250fc3794639e,2023-04,0.118534,0.152323,0.017,1.686,0.000008,0.163879,1.023,0.5782,0.884629,-1.188,-0.4426,-0.803743
112,016b1c2e015107740c0250fc3794639e,2023-05,0.112295,0.120210,0.018,1.317,0.000035,0.139875,1.173,0.5196,0.874286,-0.911,-0.3888,-0.581429
113,016b1c2e015107740c0250fc3794639e,2023-06,0.121921,0.123978,0.027,1.064,0.000277,0.134714,0.888,0.4476,0.749314,-0.872,-0.3702,-0.729771
114,016b1c2e015107740c0250fc3794639e,2023-07,0.090010,0.101686,0.023,0.908,0.000010,0.104630,0.817,0.3956,0.632657,-0.710,-0.3554,-0.642629
115,016b1c2e015107740c0250fc3794639e,2023-08,0.163153,0.206465,0.030,3.496,0.000045,0.207239,3.280,1.9014,2.657971,-3.210,-1.1594,-1.670143
116,016b1c2e015107740c0250fc3794639e,2023-09,0.142606,0.122940,0.032,1.101,-0.000019,0.135003,0.941,0.3974,0.796400,-0.900,-0.4224,-0.698286
117,016b1c2e015107740c0250fc3794639e,2023-10,0.132314,0.119267,0.022,1.062,-0.000024,0.135307,0.947,0.3730,0.695257,-0.691,-0.3778,-0.561943
118,016b1c2e015107740c0250fc3794639e,2023-11,0.109503,0.099378,0.020,0.836,0.000013,0.115920,0.620,0.3642,0.509200,-0.731,-0.3926,-0.597200
119,016b1c2e015107740c0250fc3794639e,2023-12,0.123540,0.134695,0.020,1.495,0.000003,0.154471,1.417,0.5464,0.841943,-0.991,-0.4808,-0.886600
120,0175900c659052af6a52f340b1f0e7ae,2023-01,0.345029,0.482064,0.044,2.853,-0.000010,0.351127,2.682,1.3044,2.131114,-1.879,-1.0880,-1.492771
121,0175900c659052af6a52f340b1f0e7ae,2023-02,0.322582,0.455969,0.044,2.895,-0.000020,0.331131,2.816,1.3184,2.108257,-1.979,-1.0420,-1.681400
122,0175900c659052af6a52f340b1f0e7ae,2023-03,0.385968,0.519493,0.041,2.766,0.000001,0.388973,2.703,1.4094,2.074143,-1.891,-1.1288,-1.775114
123,0175900c659052af6a52f340b1f0e7ae,2023-04,0.287513,0.438527,0.043,2.212,-0.000007,0.316881,2.115,1.1904,1.768114,-1.662,-1.1928,-1.696943
124,0175900c659052af6a52f340b1f0e7ae,2023-05,0.320662,0.471129,0.041,2.743,0.000009,0.344165,2.524,1.3370,2.126000,-2.204,-1.2742,-1.756486
125,0175900c659052af6a52f340b1f0e7ae,2023-06,0.412736,0.641204,0.043,2.983,-1.631944e-05,0.375309,1.982,1.2778,1.939171,-2.28100,-1.6322,-2.311200
126,0175900c659052af6a52f340b1f0e7ae,2023-07,0.415207,0.681758,0.040,3.046,-3.360215e-07,0.380649,2.006,1.3272,1.960200,-2.80500,-1.7684,-2.519400
127,0175900c659052af6a52f340b1f0e7ae,2023-08,0.289103,0.563529,0.036,2.959,8.400538e-06,0.304637,2.722,1.6608,2.510371,-2.48800,-1.6690,-2.349000
128,0175900c659052af6a52f340b1f0e7ae,2023-09,0.380306,0.541422,0.043,2.656,5.902778e-06,0.353850,2.537,1.2426,2.005057,-1.73800,-1.2118,-1.603800
129,0175900c659052af6a52f340b1f0e7ae,2023-10,0.260854,0.390772,0.042,2.329,-8.064516e-06,0.283074,2.268,1.2324,1.971086,-1.43400,-0.7554,-1.198800
130,0175900c659052af6a52f340b1f0e7ae,2023-11,0.329403,0.441361,0.047,2.170,-1.736111e-06,0.317565,2.078,1.2178,1.765457,-1.57700,-0.9380,-1.404286
131,0175900c659052af6a52f340b1f0e7ae,2023-12,0.251580,0.388995,0.043,2.473,-6.097561e-06,0.253349,2.387,1.0102,1.726486,-1.76300,-0.8102,-1.233400
132,0196132c193b1ff86836d8ae70c39614,2023-01,0.986885,0.841634,0.001,2.484,5.252016e-04,0.756603,2.360,1.1798,2.240271,-2.42500,-0.9762,-2.014657
133,0196132c193b1ff86836d8ae70c39614,2023-02,0.944184,0.829953,0.001,2.515,-4.129464e-05,0.697378,2.347,0.9164,2.245429,-2.37000,-0.8716,-2.443600
134,0196132c193b1ff86836d8ae70c39614,2023-03,0.794171,0.798628,0.001,2.463,-4.233871e-04,0.754035,2.366,0.9574,2.251743,-2.39100,-0.9144,-2.245057
135,0196132c193b1ff86836d8ae70c39614,2023-04,0.711652,0.769526,0.001,2.524,-1.149306e-04,0.773324,2.435,0.9542,1.975571,-2.37800,-0.9120,-1.878343
136,0196132c193b1ff86836d8ae70c39614,2023-05,0.445981,0.663590,0.001,2.489,-2.993952e-04,0.903401,2.410,0.9396,2.253971,-2.41000,-0.9864,-2.176829
137,0196132c193b1ff86836d8ae70c39614,2023-06,0.180099,0.431215,0.010,2.546,-1.875000e-05,0.618508,2.495,0.8496,1.623286,-2.49500,-0.8496,-1.623429
138,0196132c193b1ff86836d8ae70c39614,2023-07,0.171063,0.418828,0.021,2.574,3.360215e-07,0.606340,2.523,0.8948,1.828200,-2.52400,-0.8948,-1.828086
139,0196132c193b1ff86836d8ae70c39614,2023-08,0.208813,0.456337,0.001,2.494,1.094086e-03,0.640839,2.444,0.9186,1.878743,-2.44400,-0.9186,-1.878457
140,0196132c193b1ff86836d8ae70c39614,2023-09,0.226945,0.483458,0.002,2.461,6.562500e-04,0.665928,2.403,0.9008,1.879457,-2.40400,-0.9008,-1.879800
141,0196132c193b1ff86836d8ae70c39614,2023-10,0.467529,0.659109,0.001,2.457,7.852823e-04,0.853641,2.360,1.0588,2.356171,-2.40700,-1.0726,-2.481457
142,0196132c193b1ff86836d8ae70c39614,2023-11,0.806161,0.794182,0.001,2.482,5.010417e-04,0.715335,2.419,0.9286,2.183800,-2.42600,-0.8330,-2.322171
143,0196132c193b1ff86836d8ae70c39614,2023-12,0.957227,0.817904,0.001,2.489,-1.844262e-04,0.689231,2.379,0.9128,2.151157,-2.39500,-0.9220,-1.893229
144,01cebcc5849a199e8c58c951961b221b,2023-01,0.035318,0.068028,0.006,0.817,-2.184140e-05,0.089206,0.786,0.4314,0.709543,-0.75100,-0.4348,-0.724171
145,01cebcc5849a199e8c58c951961b221b,2023-02,0.036070,0.073271,0.005,0.898,-2.604167e-06,0.095637,0.884,0.5244,0.843971,-0.67100,-0.4644,-0.676486
146,01cebcc5849a199e8c58c951961b221b,2023-03,0.036211,0.069982,0.006,1.052,1.008065e-06,0.090392,1.023,0.5396,0.893314,-0.96000,-0.5688,-0.926057
147,01cebcc5849a199e8c58c951961b221b,2023-04,0.036473,0.069725,0.006,0.608,-1.388889e-06,0.088486,0.581,0.3438,0.517143,-0.53525,-0.3204,-0.511886
148,01cebcc5849a199e8c58c951961b221b,2023-05,0.026164,0.071886,0.000,1.057,-1.008065e-05,0.078988,0.865,0.6516,0.869029,-0.86200,-0.5558,-0.851029
149,01cebcc5849a199e8c58c951961b221b,2023-06,0.000936,0.015375,0.000,0.430,-3.472222e-07,0.020462,0.430,0.2356,0.409429,-0.41500,-0.2360,-0.391829
150,01cebcc5849a199e8c58c951961b221b,2023-07,0.001473,0.008501,0.000,0.395,4.032258e-06,0.010461,0.312,0.1466,0.264943,-0.394,-0.1704,-0.341543
151,01cebcc5849a199e8c58c951961b221b,2023-08,0.029123,0.067842,0.000,0.664,1.344086e-06,0.082458,0.635,0.4960,0.666971,-0.631,-0.4872,-0.688971
152,01cebcc5849a199e8c58c951961b221b,2023-09,0.025877,0.063001,0.001,0.644,1.319444e-05,0.075156,0.633,0.4258,0.604371,-0.542,-0.4088,-0.567371
153,01cebcc5849a199e8c58c951961b221b,2023-10,0.029865,0.065795,0.001,0.722,-1.142473e-05,0.072275,0.595,0.3954,0.549143,-0.624,-0.3846,-0.591600
154,01cebcc5849a199e8c58c951961b221b,2023-11,0.034820,0.067541,0.001,0.797,6.944444e-07,0.079988,0.753,0.4666,0.720171,-0.754,-0.4298,-0.685429
