,id,year_month,value_kwh mean,value_kwh std,value_kwh min,value_kwh max,demand_change_kwh mean,demand_change_kwh std,demand_change_kwh max,demand_change_kwh smooth_max,demand_change_kwh max_savgol,demand_change_kwh min,demand_change_kwh smooth_min,demand_change_kwh min_savgol
16966,cd43d1a5dabcec95ed04738e0323b00a,2023-11,0.078857,0.076242,0.010,0.709,-0.000256,0.092129,0.688,0.2102,0.441571,-0.631,-0.2114,-0.409257
16967,cd43d1a5dabcec95ed04738e0323b00a,2023-12,0.088241,0.084954,0.010,0.892,-0.000239,0.098901,0.839,0.3922,0.600629,-0.658,-0.2862,-0.478771
16968,cd4a219e956774b84c25070817c3a8d6,2023-01,0.061268,0.102470,0.010,1.152,-0.000027,0.122376,1.125,0.4150,0.825857,-1.053,-0.3636,-0.764657
16969,cd4a219e956774b84c25070817c3a8d6,2023-02,0.061888,0.102971,0.011,1.353,0.000003,0.125496,1.288,0.4070,0.787000,-1.063,-0.3918,-0.686571
16970,cd4a219e956774b84c25070817c3a8d6,2023-03,0.062649,0.100343,0.010,1.128,0.000009,0.115342,1.024,0.4066,0.721829,-1.070,-0.4294,-0.843371
16971,cd4a219e956774b84c25070817c3a8d6,2023-04,0.046060,0.086177,0.010,1.165,0.000006,0.101935,1.110,0.4310,0.844571,-1.047,-0.3676,-0.776714
16972,cd4a219e956774b84c25070817c3a8d6,2023-05,0.051122,0.081260,0.011,0.987,0.000013,0.093838,0.917,0.3766,0.759171,-0.871,-0.2764,-0.778200
16973,cd4a219e956774b84c25070817c3a8d6,2023-06,0.060973,0.083731,0.011,1.077,-0.000002,0.100113,0.925,0.3796,0.495114,-0.951,-0.4104,-0.663029
16974,cd4a219e956774b84c25070817c3a8d6,2023-07,0.080425,0.114485,0.012,1.433,0.000007,0.116103,1.135,0.3846,0.731971,-1.401,-0.4120,-0.861000
16975,cd4a219e956774b84c25070817c3a8d6,2023-08,0.124278,0.135611,0.011,1.253,-1.041667e-05,0.118145,1.205,0.4024,0.664829,-0.902,-0.3376,-0.535457
16976,cd4a219e956774b84c25070817c3a8d6,2023-09,0.066825,0.087862,0.010,1.017,-3.472222e-07,0.097274,0.935,0.2898,0.587086,-0.934,-0.3200,-0.522429
16977,cd4a219e956774b84c25070817c3a8d6,2023-10,0.064552,0.099255,0.009,1.217,5.107527e-05,0.113454,1.202,0.4154,0.755600,-1.149,-0.3554,-0.700200
16978,cd4a219e956774b84c25070817c3a8d6,2023-11,0.031229,0.066759,0.000,1.222,-2.916667e-05,0.074520,1.217,0.4204,0.873543,-0.867,-0.3084,-0.602657
16979,cd4a219e956774b84c25070817c3a8d6,2023-12,0.052668,0.116407,0.002,1.657,6.149194e-05,0.121572,1.596,0.9430,1.486314,-1.003,-0.6976,-0.945457
16980,cd4b67b535cb0540287e3e8f8f70b239,2023-01,0.786304,0.708774,0.025,1.946,1.274194e-03,0.744938,1.857,1.4738,2.003000,-1.920,-1.5142,-2.055200
16981,cd4b67b535cb0540287e3e8f8f70b239,2023-02,0.650056,0.650787,0.025,1.923,-1.146577e-03,0.738425,1.827,1.4480,1.954143,-1.885,-1.5028,-2.043371
16982,cd4b67b535cb0540287e3e8f8f70b239,2023-03,0.559777,0.639218,0.025,1.920,-1.593750e-03,0.713520,1.839,1.4652,1.978914,-1.873,-1.4930,-2.033571
16983,cd4b67b535cb0540287e3e8f8f70b239,2023-04,0.378122,0.536394,0.024,1.907,-2.604167e-05,0.668999,1.843,1.2266,1.897171,-1.881,-1.4968,-2.090600
16984,cd4b67b535cb0540287e3e8f8f70b239,2023-05,0.148675,0.329751,0.024,1.896,-8.111559e-04,0.413524,1.322,1.0136,1.443400,-1.870,-1.3896,-2.100714
16985,cd4b67b535cb0540287e3e8f8f70b239,2023-06,0.026094,0.000691,0.025,0.031,3.472222e-07,0.000865,0.005,0.0010,0.002429,-0.005,-0.0014,-0.002714
16986,cd4b67b535cb0540287e3e8f8f70b239,2023-07,0.027823,0.032292,0.001,0.649,3.360215e-07,0.039793,0.622,0.3836,0.707800,-0.623,-0.4508,-0.717600
16987,cd4b67b535cb0540287e3e8f8f70b239,2023-08,0.037565,0.083200,0.001,0.665,4.428763e-04,0.076164,0.639,0.5082,0.701600,-0.637,-0.5084,-0.729714
16988,cd4b67b535cb0540287e3e8f8f70b239,2023-09,0.019155,0.049980,0.000,0.655,-8.614583e-04,0.040267,0.636,0.5052,0.689629,-0.635,-0.5020,-0.679800
16989,cd4b67b535cb0540287e3e8f8f70b239,2023-10,0.108926,0.281904,0.025,1.901,2.607527e-04,0.382719,1.874,1.2264,1.941114,-1.875,-1.2280,-1.972543
16990,cd4b67b535cb0540287e3e8f8f70b239,2023-11,0.418858,0.591305,0.025,1.988,-6.465278e-04,0.639659,1.736,1.2256,1.538657,-1.958,-1.5116,-2.051571
16991,cd4b67b535cb0540287e3e8f8f70b239,2023-12,0.597795,0.674007,0.024,1.991,-6.229839e-04,0.659040,1.854,1.3962,2.076600,-1.965,-1.5502,-2.100343
16992,cd60a3547bd35af279bb3d7a7b1237ed,2023-01,0.209094,0.270695,0.005,1.700,2.016129e-06,0.190949,1.205,0.5770,0.935086,-1.216,-0.4988,-0.723114
16993,cd60a3547bd35af279bb3d7a7b1237ed,2023-02,0.195676,0.270965,0.004,1.660,2.831101e-04,0.219963,1.365,0.5544,0.955600,-1.365,-0.7590,-1.041000
16994,cd60a3547bd35af279bb3d7a7b1237ed,2023-03,0.223712,0.282630,0.004,1.655,-1.444892e-05,0.228324,1.235,0.5860,0.928143,-1.264,-0.5700,-0.852486
16995,cd60a3547bd35af279bb3d7a7b1237ed,2023-04,0.192432,0.286143,0.005,1.627,1.076389e-05,0.210341,1.386,0.7018,1.055657,-1.169,-0.5342,-0.767171
16996,cd60a3547bd35af279bb3d7a7b1237ed,2023-05,0.195276,0.265384,0.004,1.578,1.706989e-04,0.192044,1.558,0.7470,1.086286,-1.156,-0.5390,-0.831400
16997,cd60a3547bd35af279bb3d7a7b1237ed,2023-06,0.164955,0.230878,0.005,1.559,-4.760417e-04,0.202772,1.312,0.5970,0.911029,-1.225,-0.5844,-0.885829
16998,cd60a3547bd35af279bb3d7a7b1237ed,2023-07,0.158692,0.216883,0.005,1.386,1.008065e-06,0.167540,0.887,0.5356,0.735029,-1.062,-0.4554,-0.623257
16999,cd60a3547bd35af279bb3d7a7b1237ed,2023-08,0.187287,0.247239,0.006,1.458,1.344086e-06,0.183505,1.029,0.5660,0.764714,-1.084,-0.5296,-0.731029
17000,cd60a3547bd35af279bb3d7a7b1237ed,2023-09,0.181386,0.242948,0.006,1.598,-1.041667e-05,0.175489,1.269,0.5648,0.871457,-1.145,-0.5120,-0.824514
17001,cd60a3547bd35af279bb3d7a7b1237ed,2023-10,0.228061,0.288159,0.006,1.703,-4.368280e-06,0.217467,1.378,0.6872,1.083343,-1.188,-0.5706,-0.853600
17002,cd60a3547bd35af279bb3d7a7b1237ed,2023-11,0.233675,0.300230,0.006,1.652,-2.430556e-06,0.221146,1.174,0.5460,0.783314,-1.021,-0.6148,-0.853229
17003,cd60a3547bd35af279bb3d7a7b1237ed,2023-12,0.218140,0.300210,0.005,1.756,1.545699e-05,0.214537,1.454,0.5834,0.980114,-1.268,-0.5602,-0.814571
17004,cd8735501af82569a18fa6209cdd77e2,2023-01,0.052326,0.071381,0.014,0.565,-9.384761e-20,0.090079,0.527,0.3698,0.599286,-0.502,-0.3556,-0.534171
17005,cd8735501af82569a18fa6209cdd77e2,2023-02,0.052251,0.079291,0.000,0.788,-1.488095e-05,0.101344,0.748,0.3836,0.625457,-0.760,-0.3648,-0.618000
17006,cd8735501af82569a18fa6209cdd77e2,2023-03,0.052936,0.082354,0.009,0.884,-3.360215e-06,0.105966,0.853,0.4388,0.711400,-0.786,-0.4316,-0.679029
17007,cd8735501af82569a18fa6209cdd77e2,2023-04,0.055270,0.079349,0.014,0.859,-6.250000e-06,0.103865,0.759,0.3614,0.562943,-0.807,-0.3732,-0.568429
17008,cd8735501af82569a18fa6209cdd77e2,2023-05,0.056839,0.084862,0.013,0.793,1.344086e-06,0.108045,0.617,0.3260,0.574000,-0.737,-0.3490,-0.579057
17009,cd8735501af82569a18fa6209cdd77e2,2023-06,0.048246,0.063746,0.014,0.987,-2.361111e-05,0.083317,0.783,0.3592,0.574400,-0.972,-0.3744,-0.713400
17010,cd8735501af82569a18fa6209cdd77e2,2023-07,0.054434,0.070254,0.014,0.800,1.780914e-05,0.089985,0.766,0.3278,0.573629,-0.756,-0.3326,-0.555400
17011,cd8735501af82569a18fa6209cdd77e2,2023-08,0.052716,0.062729,0.014,0.587,-1.713710e-05,0.080721,0.547,0.3222,0.577657,-0.531,-0.3164,-0.560314
17012,cd8735501af82569a18fa6209cdd77e2,2023-09,0.048217,0.066955,0.008,0.623,-7.291667e-06,0.082436,0.585,0.3640,0.536543,-0.572,-0.3586,-0.562686
17013,cd8735501af82569a18fa6209cdd77e2,2023-10,0.063182,0.093472,0.013,0.826,2.856183e-05,0.113607,0.767,0.3874,0.639971,-0.775,-0.3642,-0.648657
17014,cd8735501af82569a18fa6209cdd77e2,2023-11,0.062906,0.088854,0.013,0.754,-1.666667e-05,0.111944,0.734,0.3680,0.587371,-0.741,-0.3514,-0.568829
17015,cd8735501af82569a18fa6209cdd77e2,2023-12,0.062015,0.081454,0.013,0.856,7.358871e-05,0.100640,0.547,0.3164,0.565857,-0.740,-0.3374,-0.558343
17016,cdc71008a5f5511e0447f46c015f4b86,2023-01,0.053567,0.081461,0.008,0.756,-1.680108e-06,0.105496,0.733,0.2890,0.556057,-0.611,-0.3176,-0.517057
17017,cdc71008a5f5511e0447f46c015f4b86,2023-02,0.052024,0.085122,0.008,1.000,1.971726e-05,0.111710,0.979,0.3802,0.690429,-0.981,-0.3806,-0.646086
17018,cdc71008a5f5511e0447f46c015f4b86,2023-03,0.051556,0.080403,0.008,0.937,1.377688e-05,0.104271,0.679,0.3208,0.504514,-0.911,-0.3162,-0.587257
17019,cdc71008a5f5511e0447f46c015f4b86,2023-04,0.050636,0.083204,0.006,0.995,-6.250000e-06,0.107596,0.954,0.3732,0.652200,-0.711,-0.3154,-0.521543
17020,cdc71008a5f5511e0447f46c015f4b86,2023-05,0.043415,0.080288,0.008,0.887,2.352151e-06,0.105246,0.827,0.3784,0.639343,-0.703,-0.3428,-0.682514
17021,cdc71008a5f5511e0447f46c015f4b86,2023-06,0.044353,0.073321,0.008,0.630,-6.944444e-07,0.099421,0.579,0.3438,0.437171,-0.568,-0.3420,-0.490400
17022,cdc71008a5f5511e0447f46c015f4b86,2023-07,0.049114,0.076671,0.008,0.795,2.688172e-06,0.102697,0.781,0.3394,0.501829,-0.701,-0.3274,-0.450571
17023,cdc71008a5f5511e0447f46c015f4b86,2023-08,0.050709,0.078103,0.008,0.869,6.720430e-07,0.105490,0.774,0.3048,0.441771,-0.829,-0.3298,-0.527800
17024,cdc71008a5f5511e0447f46c015f4b86,2023-09,0.046168,0.074373,0.008,1.003,8.680556e-06,0.097926,0.977,0.3576,0.546800,-0.938,-0.3672,-0.441886
17025,cdc71008a5f5511e0447f46c015f4b86,2023-10,0.047365,0.071607,0.009,0.746,1.545699e-05,0.097734,0.665,0.3908,0.580657,-0.685,-0.3876,-0.549029
17026,cdc71008a5f5511e0447f46c015f4b86,2023-11,0.051156,0.074676,0.008,0.959,4.062500e-05,0.101042,0.942,0.3000,0.566143,-0.922,-0.3014,-0.557286
17027,cdc71008a5f5511e0447f46c015f4b86,2023-12,0.054472,0.085338,0.008,1.094,1.113388e-04,0.113758,1.064,0.4016,0.753886,-1.059,-0.3832,-0.758000
17028,cdd59cd14ce598c840bf43c52c41b592,2023-01,0.203810,0.359362,0.000,1.930,-3.360215e-06,0.440688,1.790,1.1800,1.868000,-1.650,-1.2040,-1.686571
17029,cdd59cd14ce598c840bf43c52c41b592,2023-02,0.194554,0.353206,0.000,1.640,6.101190e-04,0.417858,1.560,1.0200,1.437429,-1.450,-0.9600,-1.428571
17030,cdd59cd14ce598c840bf43c52c41b592,2023-03,0.198327,0.354316,0.000,1.750,-2.352151e-04,0.452669,1.670,1.0700,1.531714,-1.630,-1.0080,-1.506286
17031,cdd59cd14ce598c840bf43c52c41b592,2023-04,0.190972,0.347675,0.000,1.680,2.867112e-19,0.413488,1.610,1.1060,1.570000,-1.620,-1.0820,-1.622000
17032,cdd59cd14ce598c840bf43c52c41b592,2023-05,0.179096,0.319879,0.000,2.050,-7.090054e-04,0.409349,1.690,1.0500,1.564000,-1.930,-1.1060,-1.531429
17033,cdd59cd14ce598c840bf43c52c41b592,2023-06,0.224007,0.381255,0.000,2.400,-6.944444e-06,0.394378,2.110,1.2520,1.837714,-1.920,-1.2680,-1.683714
17034,cdd59cd14ce598c840bf43c52c41b592,2023-07,0.088172,0.226414,0.000,1.750,-2.688172e-05,0.289498,1.410,0.9660,1.406857,-1.430,-1.0380,-1.577429
17035,cdd59cd14ce598c840bf43c52c41b592,2023-08,0.020780,0.124716,0.000,1.040,3.360215e-06,0.178116,1.040,0.5840,1.099714,-1.040,-0.5840,-1.106571
17036,cdd59cd14ce598c840bf43c52c41b592,2023-09,0.016406,0.098809,0.000,1.450,-3.472222e-06,0.138931,1.450,0.8480,1.435143,-1.380,-0.8120,-1.349143
17037,cdd59cd14ce598c840bf43c52c41b592,2023-10,0.038051,0.158319,0.000,1.490,3.360215e-06,0.204707,1.450,0.9400,1.261429,-1.160,-0.8000,-1.091143
17038,cdd59cd14ce598c840bf43c52c41b592,2023-11,0.051226,0.171499,0.000,1.310,3.125000e-05,0.240175,1.100,0.5720,1.095429,-1.120,-0.5780,-1.149714
17039,cdd59cd14ce598c840bf43c52c41b592,2023-12,0.072315,0.191984,0.000,1.210,3.696237e-05,0.264901,1.180,0.7300,1.151429,-1.170,-0.8300,-1.158857
17040,cddf559da3764070f62a8f8c50ec4f27,2023-01,0.017398,0.034592,0.002,0.542,-1.512097e-05,0.045079,0.496,0.2444,0.294143,-0.532,-0.2682,-0.339914
17041,cddf559da3764070f62a8f8c50ec4f27,2023-02,0.016119,0.036574,0.002,0.645,-1.934524e-05,0.048331,0.577,0.3624,0.528114,-0.507,-0.3650,-0.521371
17042,cddf559da3764070f62a8f8c50ec4f27,2023-03,0.010561,0.017420,0.000,0.566,7.728495e-06,0.022831,0.527,0.2308,0.337143,-0.516,-0.2464,-0.307171
17043,cddf559da3764070f62a8f8c50ec4f27,2023-04,0.019604,0.053748,0.000,0.675,1.215278e-05,0.060034,0.537,0.4030,0.539286,-0.591,-0.4272,-0.586914
17044,cddf559da3764070f62a8f8c50ec4f27,2023-05,0.019492,0.055095,0.002,0.972,4.704301e-06,0.066749,0.896,0.4262,0.842914,-0.874,-0.4274,-0.796486
17045,cddf559da3764070f62a8f8c50ec4f27,2023-06,0.016886,0.035427,0.002,0.548,2.361111e-05,0.048884,0.512,0.2840,0.457743,-0.541,-0.2926,-0.478371
17046,cddf559da3764070f62a8f8c50ec4f27,2023-07,0.021592,0.027078,0.002,0.540,1.008065e-06,0.038221,0.514,0.2446,0.406886,-0.526,-0.2412,-0.436771
17047,cddf559da3764070f62a8f8c50ec4f27,2023-08,0.016659,0.034832,0.002,0.604,1.948925e-05,0.045002,0.581,0.3894,0.597543,-0.597,-0.2808,-0.415143
17048,cddf559da3764070f62a8f8c50ec4f27,2023-09,0.016102,0.033879,0.002,0.782,1.423611e-05,0.041891,0.755,0.4056,0.669771,-0.668,-0.4190,-0.593857
17049,cddf559da3764070f62a8f8c50ec4f27,2023-10,0.012923,0.020520,0.002,0.577,3.360215e-07,0.026760,0.553,0.2228,0.315229,-0.555,-0.2240,-0.309286
17050,cddf559da3764070f62a8f8c50ec4f27,2023-11,0.027565,0.074726,0.002,1.433,1.736111e-05,0.080770,1.272,0.7006,0.925457,-1.344,-0.6176,-0.962314
17051,cddf559da3764070f62a8f8c50ec4f27,2023-12,0.023288,0.057317,0.002,0.751,-1.400273e-05,0.070698,0.667,0.4040,0.637429,-0.681,-0.3934,-0.556971
17052,cdfd761490aa7bdcd35d43492296ab4c,2023-01,0.248191,0.311050,0.007,1.603,-1.668907e-05,0.201067,1.416,0.9296,1.284429,-1.111,-0.8478,-1.148657
17053,cdfd761490aa7bdcd35d43492296ab4c,2023-02,0.207511,0.294513,0.007,1.437,-1.591022e-04,0.199848,1.387,1.0148,1.473514,-1.056,-0.8354,-1.133829
17054,cdfd761490aa7bdcd35d43492296ab4c,2023-03,0.214428,0.304758,0.008,1.535,9.968638e-06,0.211927,1.192,0.8632,1.327514,-1.507,-1.0312,-1.271914
17055,cdfd761490aa7bdcd35d43492296ab4c,2023-04,0.224294,0.313361,0.007,1.554,-6.493056e-05,0.210832,1.287,0.9362,1.358343,-1.195,-0.8266,-1.117457
17056,cdfd761490aa7bdcd35d43492296ab4c,2023-05,0.203002,0.290652,0.006,1.573,6.888441e-05,0.210559,1.408,1.0380,1.532571,-1.094,-0.8490,-1.198143
17057,cdfd761490aa7bdcd35d43492296ab4c,2023-06,0.189510,0.286461,0.008,1.546,3.125000e-06,0.207401,1.374,0.9576,1.195343,-1.500,-0.9660,-1.176571
17058,cdfd761490aa7bdcd35d43492296ab4c,2023-07,0.162269,0.267782,0.008,1.599,1.367608e-04,0.196078,1.508,1.1330,1.530829,-1.336,-0.9934,-1.374829
17059,cdfd761490aa7bdcd35d43492296ab4c,2023-08,0.179688,0.271737,0.008,1.376,8.960573e-05,0.197264,1.274,0.8752,1.116171,-1.130,-0.8320,-1.126857
17060,cdfd761490aa7bdcd35d43492296ab4c,2023-09,0.180070,0.263355,0.008,1.539,3.814815e-04,0.214098,1.185,0.8792,1.290629,-1.496,-0.9438,-1.317657
17061,cdfd761490aa7bdcd35d43492296ab4c,2023-10,0.168519,0.249024,0.007,1.722,-2.254704e-04,0.209019,1.500,0.9000,1.203457,-1.436,-0.9398,-1.292657
17062,cdfd761490aa7bdcd35d43492296ab4c,2023-11,0.191906,0.262293,0.008,1.820,2.395833e-05,0.225231,1.760,1.1594,1.483400,-1.371,-0.8930,-1.191457
17063,cdfd761490aa7bdcd35d43492296ab4c,2023-12,0.216386,0.280989,0.008,1.629,-2.693772e-04,0.229631,1.387,0.8866,1.325943,-1.564,-1.0216,-1.399457
17064,ce20253343e82db3f70d88b7433b05ca,2023-01,0.051390,0.055960,0.007,0.204,3.393817e-05,0.070538,0.190,0.1156,0.179343,-0.185,-0.1286,-0.179829
17065,ce20253343e82db3f70d88b7433b05ca,2023-02,0.052516,0.056195,0.007,0.241,-1.677932e-20,0.069990,0.233,0.1300,0.188514,-0.232,-0.1248,-0.195914
17066,ce20253343e82db3f70d88b7433b05ca,2023-03,0.053546,0.058483,0.007,0.242,4.704301e-06,0.074777,0.233,0.1516,0.236029,-0.195,-0.1176,-0.191857
17067,ce20253343e82db3f70d88b7433b05ca,2023-04,0.059981,0.063026,0.007,0.244,-6.944444e-07,0.076063,0.190,0.1356,0.195971,-0.210,-0.1336,-0.192143
17068,ce20253343e82db3f70d88b7433b05ca,2023-05,0.102050,0.077486,0.007,0.445,-1.680108e-06,0.067728,0.267,0.1428,0.194086,-0.280,-0.1332,-0.230114
17069,ce20253343e82db3f70d88b7433b05ca,2023-06,0.065453,0.066554,0.007,0.219,-3.472222e-07,0.081234,0.212,0.1536,0.217171,-0.190,-0.1392,-0.200057
17070,ce20253343e82db3f70d88b7433b05ca,2023-07,0.058936,0.064727,0.004,0.489,-4.368280e-06,0.081615,0.436,0.1940,0.341000,-0.310,-0.1656,-0.271000
17071,ce20253343e82db3f70d88b7433b05ca,2023-08,0.054928,0.061642,0.007,0.373,1.142473e-05,0.078606,0.366,0.1670,0.265543,-0.365,-0.1504,-0.228829
17072,ce20253343e82db3f70d88b7433b05ca,2023-09,0.051409,0.058992,0.007,0.359,7.986111e-06,0.073801,0.196,0.1230,0.199057,-0.310,-0.1666,-0.266200
17073,ce20253343e82db3f70d88b7433b05ca,2023-10,0.048093,0.056526,0.007,0.344,-8.736559e-06,0.073113,0.337,0.1598,0.238857,-0.337,-0.1346,-0.232800
17074,ce20253343e82db3f70d88b7433b05ca,2023-11,0.051356,0.058260,0.007,0.227,3.472222e-07,0.073182,0.203,0.1248,0.193914,-0.218,-0.1178,-0.203571
17075,ce20253343e82db3f70d88b7433b05ca,2023-12,0.049216,0.054473,0.007,0.223,1.780914e-05,0.068197,0.215,0.1258,0.183514,-0.216,-0.127400,-0.210257
17076,ce3150b027eca99c42fdc007804ffea1,2023-01,0.494788,0.494052,0.000,1.660,2.654570e-04,0.667626,1.570,1.0580,1.599143,-1.610,-1.098000,-1.648857
17077,ce3150b027eca99c42fdc007804ffea1,2023-02,0.426347,0.470180,0.000,1.700,5.319940e-04,0.643122,1.540,1.0540,1.499714,-1.630,-1.086000,-1.668000
17078,ce3150b027eca99c42fdc007804ffea1,2023-03,0.289167,0.401210,0.000,1.610,-5.376344e-05,0.570232,1.580,1.0260,1.521714,-1.570,-1.048000,-1.530857
17079,ce3150b027eca99c42fdc007804ffea1,2023-04,0.465840,0.562258,0.000,2.450,6.041667e-04,0.663270,2.330,1.6900,2.252857,-2.330,-2.313333,-2.557143
17080,ce3150b027eca99c42fdc007804ffea1,2023-05,0.423498,0.591171,0.000,2.400,-1.340726e-03,0.741933,2.390,1.8120,2.643714,-2.350,-1.856000,-2.544286
17081,ce3150b027eca99c42fdc007804ffea1,2023-06,0.185868,0.433110,0.000,2.370,7.324388e-19,0.552163,2.370,1.7980,2.428000,-2.360,-1.512000,-2.312857
17082,ce3150b027eca99c42fdc007804ffea1,2023-07,0.123619,0.328368,0.000,1.270,8.165323e-04,0.449752,1.270,0.9840,1.404000,-1.240,-0.986000,-1.388000
17083,ce3150b027eca99c42fdc007804ffea1,2023-08,0.099842,0.294343,0.000,1.270,3.360215e-06,0.407303,1.260,1.0020,1.393429,-1.240,-0.978000,-1.358286
17084,ce3150b027eca99c42fdc007804ffea1,2023-09,0.147590,0.356714,0.000,1.270,1.252856e-19,0.485205,1.240,0.9900,1.421429,-1.260,-0.992000,-1.402571
17085,ce3150b027eca99c42fdc007804ffea1,2023-10,0.169479,0.358944,0.000,1.770,3.696237e-05,0.506574,1.760,1.1920,1.904571,-1.740,-1.180000,-1.892857
17086,ce3150b027eca99c42fdc007804ffea1,2023-11,0.313833,0.357052,0.010,1.630,7.708333e-04,0.506987,1.500,1.0780,1.401429,-1.560,-1.022000,-1.410571
17087,ce3150b027eca99c42fdc007804ffea1,2023-12,0.450366,0.358331,0.010,1.590,1.814516e-04,0.511248,1.510,0.9460,1.578286,-1.520,-1.024000,-1.525143
17088,ce320a0430b72873a974d6c577b074d8,2023-01,0.479660,0.342382,0.116,2.722,-5.073925e-05,0.293165,2.051,0.8204,1.465257,-1.534,-0.747400,-1.107314
17089,ce320a0430b72873a974d6c577b074d8,2023-02,0.415705,0.325395,0.096,2.385,-8.779762e-05,0.258519,1.608,0.8898,1.468371,-1.208,-0.672800,-1.104971
17090,ce320a0430b72873a974d6c577b074d8,2023-03,0.474901,0.319699,0.101,2.655,1.834677e-04,0.271964,1.679,0.6768,1.177286,-1.439,-0.708800,-1.072943
17091,ce320a0430b72873a974d6c577b074d8,2023-04,0.476230,0.333569,0.102,2.393,8.333333e-05,0.278900,1.549,0.7524,1.141171,-1.338,-0.703200,-1.017314
17092,ce320a0430b72873a974d6c577b074d8,2023-05,0.474016,0.317580,0.136,2.576,8.971774e-05,0.269292,1.800,0.7610,1.132971,-1.951,-0.670000,-1.237943
17093,ce320a0430b72873a974d6c577b074d8,2023-06,0.520028,0.321104,0.149,2.271,5.625000e-05,0.267263,1.613,0.7020,1.204914,-1.708,-0.743800,-1.459686
17094,ce320a0430b72873a974d6c577b074d8,2023-07,0.526322,0.319870,0.156,2.333,1.078629e-04,0.260330,1.662,0.7720,1.245857,-1.691,-0.536800,-1.185457
17095,ce320a0430b72873a974d6c577b074d8,2023-08,0.364329,0.206026,0.132,1.680,-2.049731e-05,0.185765,1.243,0.6336,1.021314,-1.017,-0.636600,-1.001714
17096,ce320a0430b72873a974d6c577b074d8,2023-09,0.524097,0.326212,0.137,2.770,2.145833e-04,0.274289,2.011,0.7686,1.519600,-1.834,-0.688600,-1.305314
17097,ce320a0430b72873a974d6c577b074d8,2023-10,0.455667,0.309446,0.125,2.452,-8.736559e-05,0.253706,1.458,0.6032,1.118800,-1.235,-0.563200,-0.948486
17098,ce320a0430b72873a974d6c577b074d8,2023-11,0.497587,0.332538,0.119,2.269,-4.583333e-05,0.273905,1.596,0.7058,1.089371,-1.537,-0.663800,-0.994429
17099,ce320a0430b72873a974d6c577b074d8,2023-12,0.571623,0.497324,0.119,3.356,1.160569e-03,0.351180,2.370,1.7360,2.312714,-2.321,-1.466800,-2.081771
17100,ce6ee562c9606961b17065f110de2740,2023-01,0.754892,0.268080,0.257,1.554,0.000163,0.206816,0.707,0.5158,0.735514,-0.664,-0.4880,-0.649429
17101,ce6ee562c9606961b17065f110de2740,2023-02,0.725134,0.230577,0.362,1.324,0.000269,0.176269,0.631,0.4722,0.651114,-0.597,-0.4434,-0.600257
17102,ce6ee562c9606961b17065f110de2740,2023-03,0.614119,0.162731,0.347,1.295,-0.000379,0.142661,0.578,0.4356,0.575171,-0.627,-0.4752,-0.626486
17103,ce6ee562c9606961b17065f110de2740,2023-04,0.569792,0.115541,0.371,1.318,0.000029,0.105472,0.590,0.4412,0.590057,-0.576,-0.4420,-0.574057
17104,ce6ee562c9606961b17065f110de2740,2023-05,0.556889,0.110501,0.368,0.968,0.000084,0.096586,0.353,0.2288,0.340229,-0.408,-0.2352,-0.329200
17105,ce6ee562c9606961b17065f110de2740,2023-06,0.651655,0.175907,0.361,0.999,0.000084,0.111320,0.392,0.3024,0.410629,-0.421,-0.3136,-0.441343
17106,ce6ee562c9606961b17065f110de2740,2023-07,0.653046,0.186253,0.370,1.015,0.000087,0.124883,0.436,0.3106,0.403657,-0.491,-0.3346,-0.488257
17107,ce6ee562c9606961b17065f110de2740,2023-08,0.642916,0.184985,0.342,0.986,0.000087,0.119837,0.460,0.3434,0.466971,-0.454,-0.3596,-0.468600
17108,ce6ee562c9606961b17065f110de2740,2023-09,0.626903,0.158452,0.374,1.040,0.000097,0.113382,0.447,0.2754,0.370457,-0.588,-0.3190,-0.499743
17109,ce6ee562c9606961b17065f110de2740,2023-10,0.564247,0.090967,0.352,1.082,0.000234,0.094792,0.402,0.3226,0.413600,-0.581,-0.4284,-0.558114
17110,ce6ee562c9606961b17065f110de2740,2023-11,0.636259,0.166568,0.399,1.198,0.000780,0.157723,0.603,0.4594,0.634543,-0.649,-0.4584,-0.630514
17111,ce6ee562c9606961b17065f110de2740,2023-12,0.722179,0.220019,0.387,1.465,0.000277,0.196613,0.662,0.4390,0.587857,-0.679,-0.4636,-0.689800
17112,ce8c321e2b0272d321e2b820cc5ac95e,2023-01,0.448350,0.402272,0.160,2.720,-0.000810,0.454274,2.530,1.7620,2.547714,-2.230,-1.4140,-2.071429
17113,ce8c321e2b0272d321e2b820cc5ac95e,2023-02,0.374765,0.349210,0.150,2.340,-0.001674,0.378954,2.170,1.6120,2.303429,-1.690,-1.2360,-1.667429
17114,ce8c321e2b0272d321e2b820cc5ac95e,2023-03,0.395259,0.357009,0.160,2.340,-0.000652,0.389032,1.820,1.2660,1.946000,-1.580,-1.1700,-1.567143
17115,ce8c321e2b0272d321e2b820cc5ac95e,2023-04,0.342445,0.318069,0.150,2.370,-0.000865,0.376428,2.140,1.4580,2.125143,-1.410,-1.0720,-1.439143
17116,ce8c321e2b0272d321e2b820cc5ac95e,2023-05,0.340410,0.310828,0.150,1.630,0.000948,0.337829,1.250,1.1625,1.324571,-1.400,-0.9760,-1.330286
