id,cor_kwh_temp,year_month
002da9d5719ff5fb0f53307ace9bc9e7,-0.1819849686013551,2023-01
00327776181f90b1864c4238857098b7,-0.02782868667566144,2023-01
006d406397f66e3feb64e50853668cb6,-0.009993188032706263,2023-01
00bd7e4f354fec1559d7ee2bb41e197f,-0.20352725721781226,2023-01
00bfdb2a5b43bb6bfce84e24c81ffdcf,0.16040518257384578,2023-01
00d3d88e22d370981ac5d39ad7a53648,-0.045666390349102894,2023-01
013fd96e38c303c648f270b0bed82998,-0.03668368025688955,2023-01
0141041d4574564a032404b47b72ed1f,-0.039646437899320444,2023-01
015f14ed18fdc3d71aace42ace74d411,-0.19336552163757467,2023-01
016b1c2e015107740c0250fc3794639e,0.03277533361512221,2023-01
0175900c659052af6a52f340b1f0e7ae,-0.10909898595655582,2023-01
0196132c193b1ff86836d8ae70c39614,-0.22708373177815627,2023-01
01cebcc5849a199e8c58c951961b221b,0.003939364834716523,2023-01
01d1c2688966c75856c6622e54a33248,0.024861280345363043,2023-01
020b99383ff7e86c1aa2e3f81b7b793a,-0.3206543929481643,2023-01
0220bf9f8567159b1559db90244082bb,0.023386055724462118,2023-01
023de4c0e8aca9bcccffdc05d1101cff,-0.012237891325541997,2023-01
0266f81e68c473a78f8aa7a25d0fab90,0.05503555746513732,2023-01
02a5806db330113b5dc8ca8600208247,0.04662568387995126,2023-01
02acaf1b8fca61f1308db3625d3454e4,-0.10151953495326582,2023-01
0346e0b3f19862b85057a7ad80881bf6,-0.3057132396467012,2023-01
035254738f1cc8a31075d9fbe3ec2132,-0.03208592221391381,2023-01
0371f79d154c00f9e3e39c27bab2b426,0.07244558567743457,2023-01
03bd6215e54533c86cc74df129aa0b6c,-0.0006780037862117994,2023-01
03d274ec32c27870e0fecd7fec7889fa,-0.3392231909063027,2023-01
03f67aba749c6b3989539487844431a5,-0.1616372875924329,2023-01
04d8317fbd512b183d861f7b575ad49f,-0.16670897452088446,2023-01
04f11dec2359e357cf4be670256c5a52,0.0740303210580113,2023-01
0540126fe8253dddc4adecdada66ee60,-0.034511528834305985,2023-01
05505f6bcaa602b10f7a2b4c675040d0,0.0005687510699318082,2023-01
0585ff8687b7f4e012b71267f0c5760c,0.008436278279128873,2023-01
05a4256b47d4439b19c1f2fe6fc4059b,-0.07553482676061969,2023-01
05c9371aed60532eddfa505bca298626,0.02694659568082966,2023-01
061c69045567a80c2bb4642a0217e452,-0.026558052332623445,2023-01
062ee6bc318d4d230d75f0c8778b278a,-0.11292836510260984,2023-01
06795306de52e54b59eb560f24683521,-0.27335160933149727,2023-01
06c1b62ed66cbf1e932e00fa85fde9f4,-0.06209680536091604,2023-01
06d4e4ff7fa707d22ed67dbd51c4e127,-0.012573232475233634,2023-01
06d917ecd917604da0e98b7ac087f952,-0.19376207449229327,2023-01
06fc657b3651649fa8001f35fad35c16,-0.24167881419094253,2023-01
0709dcf253e3d982656e47dad0974c45,-0.34244443162579136,2023-01
073611cf56d5c60da2b7960d79505333,0.018357749223437927,2023-01
07384940d360044a4b0691730cf2aae0,-0.005655436928964553,2023-01
0749cd63a6626cee589c2e311111d643,0.15067909886227313,2023-01
074f6ada7a0cdca713a9a4f2985dbd05,-0.027662264823300652,2023-01
07b50930e0e1c80dbf98bb726ebc1ace,-0.011164350618690156,2023-01
07d095d6a795fd4048af9f3693313b12,-0.041524929064843195,2023-01
07d861e03c0299945edad5f9f1668da7,-0.1269429607447868,2023-01
07e953f3b97aa087e06217eab04bd26e,-0.052574551775697045,2023-01
0820b767b027b2f1b1288e9aa2961de5,0.22057613809154897,2023-01
084a108336f945632e3c25cc5c7bf19d,-0.19484318731134695,2023-01
08839ce7b973f4348cee42e0f9e8aeed,-0.21597352807741596,2023-01
0886e1820b5c56f91486304592624bd2,-0.4465526700855971,2023-01
08906bcd781bae1d7cdfcac9de3eefb6,0.06909416412239133,2023-01
08b2295525484278aa92206a874df999,0.01650828875816025,2023-01
0908120d109ce049dc5ac3b1b1c4787d,-0.3727150391900787,2023-01
097b7c5fca7de48ab937378170f1d1cf,0.024347213055874218,2023-01
09d8b40ec6d1e89d298a59c20418849f,0.0893008824485993,2023-01
0a2ea38c49338e3ba9652cefc4a0f84b,-0.023416700887181768,2023-01
0a5bca417563b8fabe410a10328a936d,-0.035355010392112425,2023-01
0b305fe0cdc314b4cc91951ce4533674,-0.06996938092095603,2023-01
0b397b8057edf74e250924a874adfea9,-0.004661352768488743,2023-01
0bf932bde97905be880d90a3890e740b,-0.008645425325856666,2023-01
0c056f839ec305cd7a7f16523a1069b4,-0.04389156004719305,2023-01
0c3710e711fca6f5c8a76a1ea4cb9255,0.008402157731006263,2023-01
0c792ac6d7cde155d0f53add53640396,-0.02572936782326865,2023-01
0c943c182161b23b4ea922ead68469c8,0.06150898275466015,2023-01
0c94a551c4684b460220bdeefa652084,-0.0008113724710559518,2023-01
0ca42961d2e1af79a3330c30a0159b2b,-0.18057763344543662,2023-01
0cd0770f0b2d1f4135f89f0fc6e5d29c,0.049006040796045376,2023-01
0cd30c4b22ff525fce757a27d8e1fb90,-0.01572135481524071,2023-01
0cd99aac739b6346faacf1f6740f2e5d,-0.2217729786715053,2023-01
0ce19a2b68573c1c09fad4c0791c3003,0.08046704798313323,2023-01
0d3862632d42f0f450f3643601a34665,-0.1005469229002881,2023-01
0d64a3b5b11ba817823df66032837a80,-0.06324723173226995,2023-01
0d9ebe00cd45f7a2f8966f31de8c0d37,-0.052144712564623066,2023-01
0db593c767e3dd25bbb3beacadf52c04,-0.004554785182769135,2023-01
0e2cc5d379f9288bff68bed2673bf8a9,-0.10435350563768545,2023-01
0e31c1b8089509e173c40a78728eb00c,-0.14098782241764457,2023-01
0e391956d70e8323e919f6cf4896b9d1,-0.507298476112845,2023-01
0e68c8f6ef67222f66689041427826b4,0.07288909978409099,2023-01
0eba398adfffb93fcfcb0626a4440458,-0.22282512228092918,2023-01
0ed4e50e134691b793ef07c1793e1240,-0.08230180910089926,2023-01
0ee4ae1861d8a36258b8f1b836464690,-0.17455500887405803,2023-01
0f12d4a11b77dd7bc0459b4fa38db516,-0.10832443856994793,2023-01
0f20a154ce01b4d7c2f9fe84a7e290d3,-0.07173508740412744,2023-01
0f7af110f33476f09f89f26ca2d1e61a,-0.016026023295862647,2023-01
0fad69d33f62e9c90968b5ccf3cc674c,0.04063886208869406,2023-01
0fba151b584587ff085935796be1796a,0.14221358351852967,2023-01
0fdf8fc81aee9eaf7c85b032805b4ac2,-0.014386998799296844,2023-01
0fe3b020f6e832619ab0b635756569e9,-0.28490433180139296,2023-01
1001d9d9bc0c362e39254207f3dba7fb,0.06999382163355404,2023-01
10348384f2f96cee235bc68db4936c00,-0.2723753280150261,2023-01
10450399d05a47f49e16bce02ff6a1e6,0.04888707399468536,2023-01
107d69ad596a1fb7f6a4b4750dd38e03,-0.015621338970281855,2023-01
10b61b7dd1cc41963144c1e294b8cfb4,0.05910900074364799,2023-01
110eabc8638a3a93e1ef6790897e8452,0.11692989358625655,2023-01
112bdd2b8b23651e45c0134e12a8eca3,0.05889819423014671,2023-01
11435290b883f6904d2eb7004b3ef467,-0.28893187414573973,2023-01
11616503e7c5b0971e540063dcb4779c,0.003226125447051159,2023-01
116b4e8973d571b78ad48c118582af7a,-0.18743812157674164,2023-01
1190880fcfd2a2cca2a7a743e370dbdf,-0.0319998781067765,2023-01
11a51d2d64bbb57aa9f7bc89432159b5,0.01100722806667597,2023-01
11b02ea0e112b588c859d159982b3133,-0.041776778024947205,2023-01
11b4ea369298693178204ec0bc762d34,-0.026574484593594547,2023-01
11bbd73c459475f5df95263d839e244e,0.01751482098003727,2023-01
1202e73802d73d8cd2810bf8275331c1,-0.01978152005997691,2023-01
1216a4f897eb60fb0e5bdc3286d5b32a,0.0066239950579586185,2023-01
122a9384855a67a4c42afa9cf7f00f2b,0.006296163440574103,2023-01
12663b2a5f7ff9c064d1e6acafd7913a,-0.026391264486685016,2023-01
126cd404513f20772d632981f7f119cd,0.019217258046705418,2023-01
1271d174a3787c533f8bd110bf014034,0.039460315496306034,2023-01
1275ac0a5340fabe6facb34170dde921,-0.04517106546926174,2023-01
128e1459af83a24bd5e7915bfcbdf8bc,0.01376861080145016,2023-01
1290fc818f48dcd52a18433803a418d3,-0.038507277914038615,2023-01
1298d3124b3e6d62762f31f5eb43660f,-0.25245551638894775,2023-01
12c4b125543543ba33a0f6804ffe8f2d,-0.1973102990854361,2023-01
12ce2317709cf872953084414badda56,-0.6107699435824407,2023-01
13132ac9724106bb8c47b8d9c6002fd9,0.027126628432385048,2023-01
133ad525b434b5ceb01d52bedbba9660,-0.0015211585939830733,2023-01
133d360790f5c7a0d3e0bcef49eceefe,0.014025182824705615,2023-01
1356f6f3cd1878875de5852b37f325bc,-0.4913153294486655,2023-01
13cd073e3608f4e2e8123661eb89f96f,0.020103081743004726,2023-01
13e07e9c813b90350ccab15bcbbbe25d,-0.10126548133771192,2023-01
1407867f71d59b944da612d62551b8de,0.04127020468585496,2023-01
1412ba4edfc22c4252b3a1992cf6dd05,-0.06600746757809492,2023-01
1419ecc51615bed9af777039f7cce714,-0.03316336922209599,2023-01
142c6f5a71bf17e89be4fe5393117a5e,0.22384162930230156,2023-01
1449919405bc2a76827df20c1115e31e,0.24330208728300776,2023-01
145cdf18f6d29f2e08c2f660ce19319c,0.057913136311085904,2023-01
147ddc9489a820665eae6f3f59013f7a,-0.04422658115305037,2023-01
1495f51815c1f622cc2e257afa8155c4,-0.03401591812812228,2023-01
14ae76b8b53bb26ddc711b14fd27db8b,-0.3456508818357849,2023-01
14de64a92734e946319b6bf35b6f2c2b,0.03753386689509952,2023-01
14f8be687ce3d3aed7ab90c489b319c9,0.033385816994402254,2023-01
1501dfefc7e0eda766eabb95c228a4e3,-0.27726911806094495,2023-01
152a13df1efbeb3786bdf9d50c779f82,0.07041844075333789,2023-01
152ff20a2bf534dc26a5803d405a9ea2,-0.36135283572838883,2023-01
155349a32ad4cda628d033b95b96325e,0.06878279527926447,2023-01
1563c03631d960b1095696f4e8687277,-0.037569829912645625,2023-01
1591a35b738b9113c69f48384ee74787,-0.04589341577320917,2023-01
15ad78c103ead4f8c93f53c2ea6e8ef2,0.2594047490422981,2023-01
15c49fa61c45f6ee1179462806e63e71,0.07913117635378628,2023-01
15d48c75f224e7e25a088016db531499,-0.012736256030191974,2023-01
165ad4c0fd5dcc4b80a9ee618dff9276,-0.033345292660968896,2023-01
1678336cc0470761c176dfba93541267,-0.02794358698096533,2023-01
